competition_id,competition_name,league,season_id,season_name,season,match_id,start_time,home_team_id,home_team_name,away_team_id,away_team_name,home_score,away_score
sr:competition:829,Extraliga,czech,sr:season:108081,Extraliga 23/24,Extraliga 23/24,sr:sport_event:42356497,2023-09-08T17:00:00+00:00,sr:competitor:25902,Tatran Stresovice,sr:competitor:44610,FbS Bohemians Prague,3,4
sr:competition:829,Extraliga,czech,sr:season:108081,Extraliga 23/24,Extraliga 23/24,sr:sport_event:42356559,2023-09-10T12:00:00+00:00,sr:competitor:1033945,Buchis,sr:competitor:37852,1. SC Vitkovice Ostrava,3,12
sr:competition:829,Extraliga,czech,sr:season:108081,Extraliga 23/24,Extraliga 23/24,sr:sport_event:42356557,2023-09-10T15:00:00+00:00,sr:competitor:940129,FB Hurrican Karlovy Vary,sr:competitor:44608,FBC Ostrava,4,5
sr:competition:829,Extraliga,czech,sr:season:108081,Extraliga 23/24,Extraliga 23/24,sr:sport_event:42356563,2023-09-10T15:00:00+00:00,sr:competitor:44604,Sparta Prague,sr:competitor:44614,Florbal Chodov,6,11
sr:competition:829,Extraliga,czech,sr:season:108081,Extraliga 23/24,Extraliga 23/24,sr:sport_event:42356561,2023-09-10T16:00:00+00:00,sr:competitor:630970,Black Angels Prague,sr:competitor:44611,Sokoli Pardubice,3,5
sr:competition:829,Extraliga,czech,sr:season:108081,Extraliga 23/24,Extraliga 23/24,sr:sport_event:42356501,2023-09-10T16:30:00+00:00,sr:competitor:44607,FBC Liberec,sr:competitor:173258,Sokol Kral Vinohrady,11,2
sr:competition:829,Extraliga,czech,sr:season:108081,Extraliga 23/24,Extraliga 23/24,sr:sport_event:42356499,2023-09-12T08:00:00+00:00,sr:competitor:44609,Florbal Mlada Boleslav,sr:competitor:331853,FBC Ceska Lipa,15,3
sr:competition:829,Extraliga,czech,sr:season:108081,Extraliga 23/24,Extraliga 23/24,sr:sport_event:42356575,2023-09-12T17:30:00+00:00,sr:competitor:173258,Sokol Kral Vinohrady,sr:competitor:25902,Tatran Stresovice,4,5
sr:competition:306,F-Liiga,finland,sr:season:108077,F-Liiga 23/24,F-Liiga 23/24,sr:sport_event:42343751,2023-09-15T15:30:00+00:00,sr:competitor:4158,Happee Jyvaskyla,sr:competitor:282983,LASB Lahti,4,5
sr:competition:829,Extraliga,czech,sr:season:108081,Extraliga 23/24,Extraliga 23/24,sr:sport_event:42356565,2023-09-15T17:00:00+00:00,sr:competitor:331853,FBC Ceska Lipa,sr:competitor:44614,Florbal Chodov,7,10
sr:competition:255,Svenska Superligan,czech,sr:season:108389,Svenska Superligan 23/24,Svenska Superligan 23/24,sr:sport_event:42451629,2023-09-15T17:00:00+00:00,sr:competitor:4143,Jonkopings IK,sr:competitor:4138,Pixbo Wallenstam,5,8
sr:competition:255,Svenska Superligan,czech,sr:season:108389,Svenska Superligan 23/24,Svenska Superligan 23/24,sr:sport_event:42451631,2023-09-15T17:00:00+00:00,sr:competitor:4142,AIK Innebandy,sr:competitor:41254,Linkoping IBK,2,6
sr:competition:829,Extraliga,czech,sr:season:108081,Extraliga 23/24,Extraliga 23/24,sr:sport_event:42356567,2023-09-16T11:00:00+00:00,sr:competitor:44611,Sokoli Pardubice,sr:competitor:44604,Sparta Prague,4,11
sr:competition:306,F-Liiga,finland,sr:season:108077,F-Liiga 23/24,F-Liiga 23/24,sr:sport_event:42343753,2023-09-16T14:00:00+00:00,sr:competitor:4161,SC Classic Tampere,sr:competitor:65930,Westend Indians,2,9
sr:competition:306,F-Liiga,finland,sr:season:108077,F-Liiga 23/24,F-Liiga 23/24,sr:sport_event:42343755,2023-09-16T14:00:00+00:00,sr:competitor:6584,SPV,sr:competitor:7984,TPS Turku,8,5
sr:competition:829,Extraliga,czech,sr:season:108081,Extraliga 23/24,Extraliga 23/24,sr:sport_event:42356569,2023-09-16T14:00:00+00:00,sr:competitor:37852,1. SC Vitkovice Ostrava,sr:competitor:630970,Black Angels Prague,6,1
sr:competition:255,Svenska Superligan,czech,sr:season:108389,Svenska Superligan 23/24,Svenska Superligan 23/24,sr:sport_event:42451635,2023-09-16T14:00:00+00:00,sr:competitor:5745,IBF Falun,sr:competitor:610450,Nykvarns IBF Ungdom,7,5
sr:competition:255,Svenska Superligan,czech,sr:season:108389,Svenska Superligan 23/24,Svenska Superligan 23/24,sr:sport_event:42451633,2023-09-16T14:00:00+00:00,sr:competitor:118114,FBC Kalmarsund,sr:competitor:375152,Hagunda IF,12,5
sr:competition:306,F-Liiga,finland,sr:season:108077,F-Liiga 23/24,F-Liiga 23/24,sr:sport_event:42343757,2023-09-16T15:00:00+00:00,sr:competitor:4165,OLS Oulu,sr:competitor:25241,Nokian KRP,5,11
sr:competition:255,Svenska Superligan,czech,sr:season:108389,Svenska Superligan 23/24,Svenska Superligan 23/24,sr:sport_event:42451637,2023-09-16T16:00:00+00:00,sr:competitor:34558,Vaxjo IBK,sr:competitor:24122,Mullsjo AIS,6,5
sr:competition:829,Extraliga,czech,sr:season:108081,Extraliga 23/24,Extraliga 23/24,sr:sport_event:42356577,2023-09-16T17:00:00+00:00,sr:competitor:44609,Florbal Mlada Boleslav,sr:competitor:44607,FBC Liberec,15,3
sr:competition:306,F-Liiga,finland,sr:season:108077,F-Liiga 23/24,F-Liiga 23/24,sr:sport_event:42343759,2023-09-17T14:00:00+00:00,sr:competitor:322573,Nurmon Jymy,sr:competitor:940309,FBC Turku,5,3
sr:competition:306,F-Liiga,finland,sr:season:108077,F-Liiga 23/24,F-Liiga 23/24,sr:sport_event:42343761,2023-09-17T14:00:00+00:00,sr:competitor:4159,Oilers Espoo,sr:competitor:224502,EraViikingit,7,6
sr:competition:255,Svenska Superligan,czech,sr:season:108389,Svenska Superligan 23/24,Svenska Superligan 23/24,sr:sport_event:42451639,2023-09-17T14:00:00+00:00,sr:competitor:4150,Karlstad IBF,sr:competitor:5744,FC Helsingborg,8,3
sr:competition:829,Extraliga,czech,sr:season:108081,Extraliga 23/24,Extraliga 23/24,sr:sport_event:42356571,2023-09-17T15:30:00+00:00,sr:competitor:44608,FBC Ostrava,sr:competitor:1033945,Buchis,6,4
sr:competition:255,Svenska Superligan,czech,sr:season:108389,Svenska Superligan 23/24,Svenska Superligan 23/24,sr:sport_event:42451641,2023-09-17T16:30:00+00:00,sr:competitor:4144,Storvreta IBK,sr:competitor:118116,Thorengruppen SK,6,5
sr:competition:306,F-Liiga,finland,sr:season:108077,F-Liiga 23/24,F-Liiga 23/24,sr:sport_event:42343763,2023-09-18T15:30:00+00:00,sr:competitor:25241,Nokian KRP,sr:competitor:4159,Oilers Espoo,8,11
sr:competition:306,F-Liiga,finland,sr:season:108077,F-Liiga 23/24,F-Liiga 23/24,sr:sport_event:42343767,2023-09-20T15:30:00+00:00,sr:competitor:7984,TPS Turku,sr:competitor:4161,SC Classic Tampere,3,5
sr:competition:306,F-Liiga,finland,sr:season:108077,F-Liiga 23/24,F-Liiga 23/24,sr:sport_event:42343765,2023-09-20T15:30:00+00:00,sr:competitor:322573,Nurmon Jymy,sr:competitor:4158,Happee Jyvaskyla,9,4
sr:competition:255,Svenska Superligan,czech,sr:season:108389,Svenska Superligan 23/24,Svenska Superligan 23/24,sr:sport_event:42451643,2023-09-20T17:00:00+00:00,sr:competitor:610450,Nykvarns IBF Ungdom,sr:competitor:4144,Storvreta IBK,1,6
sr:competition:829,Extraliga,czech,sr:season:108081,Extraliga 23/24,Extraliga 23/24,sr:sport_event:42356573,2023-09-20T18:00:00+00:00,sr:competitor:44610,FbS Bohemians Prague,sr:competitor:940129,FB Hurrican Karlovy Vary,14,9
sr:competition:829,Extraliga,czech,sr:season:108081,Extraliga 23/24,Extraliga 23/24,sr:sport_event:42356579,2023-09-22T07:00:00+00:00,sr:competitor:44607,FBC Liberec,sr:competitor:331853,FBC Ceska Lipa,8,5
sr:competition:306,F-Liiga,finland,sr:season:108077,F-Liiga 23/24,F-Liiga 23/24,sr:sport_event:42343771,2023-09-22T15:30:00+00:00,sr:competitor:25241,Nokian KRP,sr:competitor:224502,EraViikingit,9,2
sr:competition:306,F-Liiga,finland,sr:season:108077,F-Liiga 23/24,F-Liiga 23/24,sr:sport_event:42343769,2023-09-22T15:30:00+00:00,sr:competitor:65930,Westend Indians,sr:competitor:6584,SPV,6,5
sr:competition:306,F-Liiga,finland,sr:season:108077,F-Liiga 23/24,F-Liiga 23/24,sr:sport_event:42343773,2023-09-23T12:00:00+00:00,sr:competitor:4158,Happee Jyvaskyla,sr:competitor:940309,FBC Turku,9,3
sr:competition:255,Svenska Superligan,czech,sr:season:108389,Svenska Superligan 23/24,Svenska Superligan 23/24,sr:sport_event:42451647,2023-09-23T13:00:00+00:00,sr:competitor:118116,Thorengruppen SK,sr:competitor:4142,AIK Innebandy,11,10
sr:competition:306,F-Liiga,finland,sr:season:108077,F-Liiga 23/24,F-Liiga 23/24,sr:sport_event:42343777,2023-09-23T14:00:00+00:00,sr:competitor:4159,Oilers Espoo,sr:competitor:4165,OLS Oulu,10,3
sr:competition:306,F-Liiga,finland,sr:season:108077,F-Liiga 23/24,F-Liiga 23/24,sr:sport_event:42343775,2023-09-23T14:00:00+00:00,sr:competitor:4161,SC Classic Tampere,sr:competitor:6584,SPV,8,6
sr:competition:255,Svenska Superligan,czech,sr:season:108389,Svenska Superligan 23/24,Svenska Superligan 23/24,sr:sport_event:42451655,2023-09-23T15:00:00+00:00,sr:competitor:4138,Pixbo Wallenstam,sr:competitor:5745,IBF Falun,4,5
sr:competition:829,Extraliga,czech,sr:season:108081,Extraliga 23/24,Extraliga 23/24,sr:sport_event:42356587,2023-09-23T16:00:00+00:00,sr:competitor:630970,Black Angels Prague,sr:competitor:44608,FBC Ostrava,5,4
sr:competition:255,Svenska Superligan,czech,sr:season:108389,Svenska Superligan 23/24,Svenska Superligan 23/24,sr:sport_event:42451645,2023-09-24T13:00:00+00:00,sr:competitor:41254,Linkoping IBK,sr:competitor:4143,Jonkopings IK,5,4
sr:competition:829,Extraliga,czech,sr:season:108081,Extraliga 23/24,Extraliga 23/24,sr:sport_event:42356591,2023-09-24T14:00:00+00:00,sr:competitor:44614,Florbal Chodov,sr:competitor:44611,Sokoli Pardubice,10,5
sr:competition:306,F-Liiga,finland,sr:season:108077,F-Liiga 23/24,F-Liiga 23/24,sr:sport_event:42343779,2023-09-24T14:00:00+00:00,sr:competitor:224502,EraViikingit,sr:competitor:4165,OLS Oulu,3,6
sr:competition:255,Svenska Superligan,czech,sr:season:108389,Svenska Superligan 23/24,Svenska Superligan 23/24,sr:sport_event:42451657,2023-09-24T14:00:00+00:00,sr:competitor:24122,Mullsjo AIS,sr:competitor:118114,FBC Kalmarsund,8,6
sr:competition:829,Extraliga,czech,sr:season:108081,Extraliga 23/24,Extraliga 23/24,sr:sport_event:42356583,2023-09-24T15:00:00+00:00,sr:competitor:940129,FB Hurrican Karlovy Vary,sr:competitor:173258,Sokol Kral Vinohrady,6,7
sr:competition:255,Svenska Superligan,czech,sr:season:108389,Svenska Superligan 23/24,Svenska Superligan 23/24,sr:sport_event:42451659,2023-09-24T15:00:00+00:00,sr:competitor:375152,Hagunda IF,sr:competitor:4150,Karlstad IBF,8,7
sr:competition:829,Extraliga,czech,sr:season:108081,Extraliga 23/24,Extraliga 23/24,sr:sport_event:42356589,2023-09-24T15:30:00+00:00,sr:competitor:44604,Sparta Prague,sr:competitor:37852,1. SC Vitkovice Ostrava,4,6
sr:competition:829,Extraliga,czech,sr:season:108081,Extraliga 23/24,Extraliga 23/24,sr:sport_event:42356585,2023-09-24T18:30:00+00:00,sr:competitor:44610,FbS Bohemians Prague,sr:competitor:1033945,Buchis,6,7
sr:competition:306,F-Liiga,finland,sr:season:108077,F-Liiga 23/24,F-Liiga 23/24,sr:sport_event:42343781,2023-09-25T15:30:00+00:00,sr:competitor:7984,TPS Turku,sr:competitor:65930,Westend Indians,5,4
sr:competition:255,Svenska Superligan,czech,sr:season:108389,Svenska Superligan 23/24,Svenska Superligan 23/24,sr:sport_event:42451661,2023-09-25T17:00:00+00:00,sr:competitor:5744,FC Helsingborg,sr:competitor:34558,Vaxjo IBK,4,9
sr:competition:306,F-Liiga,finland,sr:season:108077,F-Liiga 23/24,F-Liiga 23/24,sr:sport_event:42343783,2023-09-27T15:30:00+00:00,sr:competitor:940309,FBC Turku,sr:competitor:25241,Nokian KRP,3,5
sr:competition:829,Extraliga,czech,sr:season:108081,Extraliga 23/24,Extraliga 23/24,sr:sport_event:42356593,2023-09-28T14:00:00+00:00,sr:competitor:331853,FBC Ceska Lipa,sr:competitor:44611,Sokoli Pardubice,8,3
sr:competition:829,Extraliga,czech,sr:season:108081,Extraliga 23/24,Extraliga 23/24,sr:sport_event:42356605,2023-09-28T15:00:00+00:00,sr:competitor:25902,Tatran Stresovice,sr:competitor:44607,FBC Liberec,8,10
sr:competition:829,Extraliga,czech,sr:season:108081,Extraliga 23/24,Extraliga 23/24,sr:sport_event:42356603,2023-09-28T15:00:00+00:00,sr:competitor:44609,Florbal Mlada Boleslav,sr:competitor:940129,FB Hurrican Karlovy Vary,12,4
sr:competition:829,Extraliga,czech,sr:season:108081,Extraliga 23/24,Extraliga 23/24,sr:sport_event:42356601,2023-09-28T15:30:00+00:00,sr:competitor:173258,Sokol Kral Vinohrady,sr:competitor:1033945,Buchis,4,3
sr:competition:829,Extraliga,czech,sr:season:108081,Extraliga 23/24,Extraliga 23/24,sr:sport_event:42356595,2023-09-28T16:00:00+00:00,sr:competitor:37852,1. SC Vitkovice Ostrava,sr:competitor:44614,Florbal Chodov,6,7
sr:competition:829,Extraliga,czech,sr:season:108081,Extraliga 23/24,Extraliga 23/24,sr:sport_event:42356597,2023-09-28T16:00:00+00:00,sr:competitor:44608,FBC Ostrava,sr:competitor:44604,Sparta Prague,6,5
sr:competition:829,Extraliga,czech,sr:season:108081,Extraliga 23/24,Extraliga 23/24,sr:sport_event:42356599,2023-09-28T18:30:00+00:00,sr:competitor:44610,FbS Bohemians Prague,sr:competitor:630970,Black Angels Prague,4,10
sr:competition:306,F-Liiga,finland,sr:season:108077,F-Liiga 23/24,F-Liiga 23/24,sr:sport_event:42343785,2023-09-29T15:30:00+00:00,sr:competitor:224502,EraViikingit,sr:competitor:4161,SC Classic Tampere,5,11
sr:competition:306,F-Liiga,finland,sr:season:108077,F-Liiga 23/24,F-Liiga 23/24,sr:sport_event:42343789,2023-09-29T15:30:00+00:00,sr:competitor:322573,Nurmon Jymy,sr:competitor:6584,SPV,4,3
sr:competition:306,F-Liiga,finland,sr:season:108077,F-Liiga 23/24,F-Liiga 23/24,sr:sport_event:42343787,2023-09-29T15:30:00+00:00,sr:competitor:4158,Happee Jyvaskyla,sr:competitor:7984,TPS Turku,5,4
sr:competition:306,F-Liiga,finland,sr:season:108077,F-Liiga 23/24,F-Liiga 23/24,sr:sport_event:42343791,2023-09-29T15:30:00+00:00,sr:competitor:4159,Oilers Espoo,sr:competitor:65930,Westend Indians,5,6
sr:competition:255,Svenska Superligan,czech,sr:season:108389,Svenska Superligan 23/24,Svenska Superligan 23/24,sr:sport_event:42451665,2023-09-29T17:00:00+00:00,sr:competitor:375152,Hagunda IF,sr:competitor:4142,AIK Innebandy,3,4
sr:competition:255,Svenska Superligan,czech,sr:season:108389,Svenska Superligan 23/24,Svenska Superligan 23/24,sr:sport_event:42451663,2023-09-29T17:00:00+00:00,sr:competitor:4143,Jonkopings IK,sr:competitor:24122,Mullsjo AIS,5,4
sr:competition:255,Svenska Superligan,czech,sr:season:108389,Svenska Superligan 23/24,Svenska Superligan 23/24,sr:sport_event:42451667,2023-09-30T14:00:00+00:00,sr:competitor:118116,Thorengruppen SK,sr:competitor:118114,FBC Kalmarsund,10,6
sr:competition:306,F-Liiga,finland,sr:season:108077,F-Liiga 23/24,F-Liiga 23/24,sr:sport_event:42343793,2023-09-30T14:00:00+00:00,sr:competitor:224502,EraViikingit,sr:competitor:65930,Westend Indians,1,12
sr:competition:306,F-Liiga,finland,sr:season:108077,F-Liiga 23/24,F-Liiga 23/24,sr:sport_event:42343795,2023-09-30T14:00:00+00:00,sr:competitor:282983,LASB Lahti,sr:competitor:25241,Nokian KRP,6,5
sr:competition:306,F-Liiga,finland,sr:season:108077,F-Liiga 23/24,F-Liiga 23/24,sr:sport_event:42343797,2023-09-30T14:00:00+00:00,sr:competitor:7984,TPS Turku,sr:competitor:4165,OLS Oulu,7,3
sr:competition:829,Extraliga,czech,sr:season:108081,Extraliga 23/24,Extraliga 23/24,sr:sport_event:42356617,2023-09-30T15:00:00+00:00,sr:competitor:44614,Florbal Chodov,sr:competitor:44608,FBC Ostrava,9,1
sr:competition:829,Extraliga,czech,sr:season:108081,Extraliga 23/24,Extraliga 23/24,sr:sport_event:42356613,2023-10-01T12:00:00+00:00,sr:competitor:630970,Black Angels Prague,sr:competitor:173258,Sokol Kral Vinohrady,2,3
sr:competition:255,Svenska Superligan,czech,sr:season:108389,Svenska Superligan 23/24,Svenska Superligan 23/24,sr:sport_event:42451671,2023-10-01T14:00:00+00:00,sr:competitor:4150,Karlstad IBF,sr:competitor:4138,Pixbo Wallenstam,0,5
sr:competition:306,F-Liiga,finland,sr:season:108077,F-Liiga 23/24,F-Liiga 23/24,sr:sport_event:42343801,2023-10-01T14:00:00+00:00,sr:competitor:6584,SPV,sr:competitor:4158,Happee Jyvaskyla,3,7
sr:competition:306,F-Liiga,finland,sr:season:108077,F-Liiga 23/24,F-Liiga 23/24,sr:sport_event:42343799,2023-10-01T14:00:00+00:00,sr:competitor:940309,FBC Turku,sr:competitor:4165,OLS Oulu,5,4
sr:competition:255,Svenska Superligan,czech,sr:season:108389,Svenska Superligan 23/24,Svenska Superligan 23/24,sr:sport_event:42451669,2023-10-01T14:00:00+00:00,sr:competitor:5745,IBF Falun,sr:competitor:41254,Linkoping IBK,7,4
sr:competition:255,Svenska Superligan,czech,sr:season:108389,Svenska Superligan 23/24,Svenska Superligan 23/24,sr:sport_event:42451673,2023-10-01T15:00:00+00:00,sr:competitor:610450,Nykvarns IBF Ungdom,sr:competitor:34558,Vaxjo IBK,5,4
sr:competition:829,Extraliga,czech,sr:season:108081,Extraliga 23/24,Extraliga 23/24,sr:sport_event:42356619,2023-10-01T15:00:00+00:00,sr:competitor:44611,Sokoli Pardubice,sr:competitor:37852,1. SC Vitkovice Ostrava,3,6
sr:competition:829,Extraliga,czech,sr:season:108081,Extraliga 23/24,Extraliga 23/24,sr:sport_event:42356609,2023-10-01T15:00:00+00:00,sr:competitor:940129,FB Hurrican Karlovy Vary,sr:competitor:44607,FBC Liberec,5,8
sr:competition:829,Extraliga,czech,sr:season:108081,Extraliga 23/24,Extraliga 23/24,sr:sport_event:42356607,2023-10-01T15:00:00+00:00,sr:competitor:25902,Tatran Stresovice,sr:competitor:331853,FBC Ceska Lipa,14,1
sr:competition:829,Extraliga,czech,sr:season:108081,Extraliga 23/24,Extraliga 23/24,sr:sport_event:42356611,2023-10-01T16:00:00+00:00,sr:competitor:1033945,Buchis,sr:competitor:44609,Florbal Mlada Boleslav,5,15
sr:competition:306,F-Liiga,finland,sr:season:108077,F-Liiga 23/24,F-Liiga 23/24,sr:sport_event:42343803,2023-10-02T15:30:00+00:00,sr:competitor:4161,SC Classic Tampere,sr:competitor:4159,Oilers Espoo,5,3
sr:competition:255,Svenska Superligan,czech,sr:season:108389,Svenska Superligan 23/24,Svenska Superligan 23/24,sr:sport_event:42451675,2023-10-02T16:30:00+00:00,sr:competitor:5744,FC Helsingborg,sr:competitor:4144,Storvreta IBK,1,8
sr:competition:829,Extraliga,czech,sr:season:108081,Extraliga 23/24,Extraliga 23/24,sr:sport_event:42356615,2023-10-02T17:30:00+00:00,sr:competitor:44604,Sparta Prague,sr:competitor:44610,FbS Bohemians Prague,7,6
sr:competition:255,Svenska Superligan,czech,sr:season:108389,Svenska Superligan 23/24,Svenska Superligan 23/24,sr:sport_event:42451677,2023-10-04T16:30:00+00:00,sr:competitor:118114,FBC Kalmarsund,sr:competitor:5744,FC Helsingborg,8,4
sr:competition:829,Extraliga,czech,sr:season:108081,Extraliga 23/24,Extraliga 23/24,sr:sport_event:42356581,2023-10-04T17:30:00+00:00,sr:competitor:25902,Tatran Stresovice,sr:competitor:44609,Florbal Mlada Boleslav,4,6
sr:competition:306,F-Liiga,finland,sr:season:108077,F-Liiga 23/24,F-Liiga 23/24,sr:sport_event:42343805,2023-10-05T15:30:00+00:00,sr:competitor:282983,LASB Lahti,sr:competitor:4161,SC Classic Tampere,5,10
sr:competition:306,F-Liiga,finland,sr:season:108077,F-Liiga 23/24,F-Liiga 23/24,sr:sport_event:42343807,2023-10-05T15:30:00+00:00,sr:competitor:4158,Happee Jyvaskyla,sr:competitor:25241,Nokian KRP,5,7
sr:competition:306,F-Liiga,finland,sr:season:108077,F-Liiga 23/24,F-Liiga 23/24,sr:sport_event:42343811,2023-10-06T15:30:00+00:00,sr:competitor:4159,Oilers Espoo,sr:competitor:6584,SPV,5,3
sr:competition:306,F-Liiga,finland,sr:season:108077,F-Liiga 23/24,F-Liiga 23/24,sr:sport_event:42343809,2023-10-06T15:30:00+00:00,sr:competitor:65930,Westend Indians,sr:competitor:940309,FBC Turku,8,3
sr:competition:306,F-Liiga,finland,sr:season:108077,F-Liiga 23/24,F-Liiga 23/24,sr:sport_event:42343813,2023-10-06T15:30:00+00:00,sr:competitor:7984,TPS Turku,sr:competitor:224502,EraViikingit,15,2
sr:competition:255,Svenska Superligan,czech,sr:season:108389,Svenska Superligan 23/24,Svenska Superligan 23/24,sr:sport_event:42451679,2023-10-06T16:30:00+00:00,sr:competitor:4144,Storvreta IBK,sr:competitor:5745,IBF Falun,3,4
sr:competition:255,Svenska Superligan,czech,sr:season:108389,Svenska Superligan 23/24,Svenska Superligan 23/24,sr:sport_event:42451681,2023-10-07T11:00:00+00:00,sr:competitor:4142,AIK Innebandy,sr:competitor:4143,Jonkopings IK,10,9
sr:competition:306,F-Liiga,finland,sr:season:108077,F-Liiga 23/24,F-Liiga 23/24,sr:sport_event:42343815,2023-10-07T12:00:00+00:00,sr:competitor:940309,FBC Turku,sr:competitor:6584,SPV,2,15
sr:competition:306,F-Liiga,finland,sr:season:108077,F-Liiga 23/24,F-Liiga 23/24,sr:sport_event:42343817,2023-10-07T14:00:00+00:00,sr:competitor:322573,Nurmon Jymy,sr:competitor:7984,TPS Turku,1,4
sr:competition:255,Svenska Superligan,czech,sr:season:108389,Svenska Superligan 23/24,Svenska Superligan 23/24,sr:sport_event:42451683,2023-10-07T14:00:00+00:00,sr:competitor:24122,Mullsjo AIS,sr:competitor:118116,Thorengruppen SK,14,4
sr:competition:255,Svenska Superligan,czech,sr:season:108389,Svenska Superligan 23/24,Svenska Superligan 23/24,sr:sport_event:42451685,2023-10-07T15:00:00+00:00,sr:competitor:4138,Pixbo Wallenstam,sr:competitor:610450,Nykvarns IBF Ungdom,9,4
sr:competition:829,Extraliga,czech,sr:season:108081,Extraliga 23/24,Extraliga 23/24,sr:sport_event:42356621,2023-10-07T15:00:00+00:00,sr:competitor:331853,FBC Ceska Lipa,sr:competitor:37852,1. SC Vitkovice Ostrava,3,2
sr:competition:829,Extraliga,czech,sr:season:108081,Extraliga 23/24,Extraliga 23/24,sr:sport_event:42356625,2023-10-07T15:00:00+00:00,sr:competitor:44614,Florbal Chodov,sr:competitor:44610,FbS Bohemians Prague,10,8
sr:competition:829,Extraliga,czech,sr:season:108081,Extraliga 23/24,Extraliga 23/24,sr:sport_event:42356631,2023-10-07T15:00:00+00:00,sr:competitor:44607,FBC Liberec,sr:competitor:1033945,Buchis,9,5
sr:competition:829,Extraliga,czech,sr:season:108081,Extraliga 23/24,Extraliga 23/24,sr:sport_event:42356629,2023-10-07T17:00:00+00:00,sr:competitor:44609,Florbal Mlada Boleslav,sr:competitor:630970,Black Angels Prague,13,1
sr:competition:255,Svenska Superligan,czech,sr:season:108389,Svenska Superligan 23/24,Svenska Superligan 23/24,sr:sport_event:42451687,2023-10-08T14:00:00+00:00,sr:competitor:41254,Linkoping IBK,sr:competitor:375152,Hagunda IF,12,5
sr:competition:255,Svenska Superligan,czech,sr:season:108389,Svenska Superligan 23/24,Svenska Superligan 23/24,sr:sport_event:42451689,2023-10-08T14:30:00+00:00,sr:competitor:34558,Vaxjo IBK,sr:competitor:4150,Karlstad IBF,9,3
sr:competition:306,F-Liiga,finland,sr:season:108077,F-Liiga 23/24,F-Liiga 23/24,sr:sport_event:42343819,2023-10-08T15:00:00+00:00,sr:competitor:4165,OLS Oulu,sr:competitor:282983,LASB Lahti,6,5
sr:competition:829,Extraliga,czech,sr:season:108081,Extraliga 23/24,Extraliga 23/24,sr:sport_event:42356623,2023-10-08T15:00:00+00:00,sr:competitor:44608,FBC Ostrava,sr:competitor:44611,Sokoli Pardubice,5,4
sr:competition:829,Extraliga,czech,sr:season:108081,Extraliga 23/24,Extraliga 23/24,sr:sport_event:42356633,2023-10-08T15:00:00+00:00,sr:competitor:25902,Tatran Stresovice,sr:competitor:940129,FB Hurrican Karlovy Vary,11,3
sr:competition:829,Extraliga,czech,sr:season:108081,Extraliga 23/24,Extraliga 23/24,sr:sport_event:42356627,2023-10-08T15:00:00+00:00,sr:competitor:173258,Sokol Kral Vinohrady,sr:competitor:44604,Sparta Prague,2,6
sr:competition:306,F-Liiga,finland,sr:season:108077,F-Liiga 23/24,F-Liiga 23/24,sr:sport_event:42343821,2023-10-09T15:30:00+00:00,sr:competitor:25241,Nokian KRP,sr:competitor:322573,Nurmon Jymy,6,7
sr:competition:306,F-Liiga,finland,sr:season:108077,F-Liiga 23/24,F-Liiga 23/24,sr:sport_event:42343823,2023-10-09T15:30:00+00:00,sr:competitor:4165,OLS Oulu,sr:competitor:4158,Happee Jyvaskyla,10,5
sr:competition:255,Svenska Superligan,czech,sr:season:108389,Svenska Superligan 23/24,Svenska Superligan 23/24,sr:sport_event:42451691,2023-10-11T17:00:00+00:00,sr:competitor:610450,Nykvarns IBF Ungdom,sr:competitor:4142,AIK Innebandy,8,7
sr:competition:306,F-Liiga,finland,sr:season:108077,F-Liiga 23/24,F-Liiga 23/24,sr:sport_event:42343825,2023-10-13T15:30:00+00:00,sr:competitor:4158,Happee Jyvaskyla,sr:competitor:322573,Nurmon Jymy,6,5
sr:competition:306,F-Liiga,finland,sr:season:108077,F-Liiga 23/24,F-Liiga 23/24,sr:sport_event:42343827,2023-10-13T15:30:00+00:00,sr:competitor:65930,Westend Indians,sr:competitor:282983,LASB Lahti,10,4
sr:competition:306,F-Liiga,finland,sr:season:108077,F-Liiga 23/24,F-Liiga 23/24,sr:sport_event:42343829,2023-10-13T15:30:00+00:00,sr:competitor:4159,Oilers Espoo,sr:competitor:7984,TPS Turku,9,4
sr:competition:829,Extraliga,czech,sr:season:108081,Extraliga 23/24,Extraliga 23/24,sr:sport_event:42356645,2023-10-13T16:00:00+00:00,sr:competitor:44611,Sokoli Pardubice,sr:competitor:44610,FbS Bohemians Prague,5,11
sr:competition:255,Svenska Superligan,czech,sr:season:108389,Svenska Superligan 23/24,Svenska Superligan 23/24,sr:sport_event:42451693,2023-10-13T17:00:00+00:00,sr:competitor:24122,Mullsjo AIS,sr:competitor:4144,Storvreta IBK,3,7
sr:competition:255,Svenska Superligan,czech,sr:season:108389,Svenska Superligan 23/24,Svenska Superligan 23/24,sr:sport_event:42451695,2023-10-14T13:00:00+00:00,sr:competitor:375152,Hagunda IF,sr:competitor:34558,Vaxjo IBK,8,7
sr:competition:255,Svenska Superligan,czech,sr:season:108389,Svenska Superligan 23/24,Svenska Superligan 23/24,sr:sport_event:42451697,2023-10-14T13:00:00+00:00,sr:competitor:118116,Thorengruppen SK,sr:competitor:4143,Jonkopings IK,3,4
