competition_id,competition_name,league,season_id,season_name,season,match_id,start_time,home_team_id,home_team_name,away_team_id,away_team_name,home_rank,away_rank,rank_diff,home_table_points,away_table_points,table_points_diff,home_played,away_played,home_goal_diff,away_goal_diff,goal_diff_diff,home_form_last5,away_form_last5,form_diff_last5,home_goals_for_avg_last5,home_goals_against_avg_last5,away_goals_for_avg_last5,away_goals_against_avg_last5,home_home_form_last5,away_away_form_last5,target_result,target_home_win,home_score_final,away_score_final,season_norm,roster_prev_season,home_roster_strength,away_roster_strength,roster_strength_diff
sr:competition:306,F-Liiga,finland,sr:season:108077,F-Liiga 23/24,F-Liiga 23/24,sr:sport_event:42343761,2023-09-17T14:00:00+00:00,sr:competitor:4159,Oilers Espoo,sr:competitor:224502,EraViikingit,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,home_win,1,7,6,2023-2024,2022-2023,38.00846394984326,34.95909090909091,3.04937304075235
sr:competition:255,Svenska Superligan,sweden,sr:season:108389,Svenska Superligan 23/24,Svenska Superligan 23/24,sr:sport_event:42451639,2023-09-17T14:00:00+00:00,sr:competitor:4150,Karlstad IBF,sr:competitor:5744,FC Helsingborg,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,home_win,1,8,3,2023-2024,2022-2023,,161.6590769230769,
sr:competition:829,Extraliga,czech,sr:season:108081,Extraliga 23/24,Extraliga 23/24,sr:sport_event:42356571,2023-09-17T15:30:00+00:00,sr:competitor:44608,FBC Ostrava,sr:competitor:1033945,Buchis,5,12,7,3,0,3,1,1,1,-9,10,3.0,0.0,3.0,5.0,4.0,3.0,12.0,0.0,0.0,home_win,1,6,4,2023-2024,2022-2023,134.34259149546105,,
sr:competition:255,Svenska Superligan,sweden,sr:season:108389,Svenska Superligan 23/24,Svenska Superligan 23/24,sr:sport_event:42451641,2023-09-17T16:30:00+00:00,sr:competitor:4144,Storvreta IBK,sr:competitor:118116,Thorengruppen SK,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,home_win,1,6,5,2023-2024,2022-2023,169.12153846153848,136.64397993311036,32.47755852842812
sr:competition:306,F-Liiga,finland,sr:season:108077,F-Liiga 23/24,F-Liiga 23/24,sr:sport_event:42343763,2023-09-18T15:30:00+00:00,sr:competitor:25241,Nokian KRP,sr:competitor:4159,Oilers Espoo,2,5,3,3,3,0,1,1,6,1,5,3.0,3.0,0.0,11.0,5.0,7.0,6.0,0.0,0.0,away_win,0,8,11,2023-2024,2022-2023,169.30794721407625,38.00846394984326,131.299483264233
sr:competition:306,F-Liiga,finland,sr:season:108077,F-Liiga 23/24,F-Liiga 23/24,sr:sport_event:42343767,2023-09-20T15:30:00+00:00,sr:competitor:7984,TPS Turku,sr:competitor:4161,SC Classic Tampere,10,12,2,0,0,0,1,1,-3,-7,4,0.0,0.0,0.0,5.0,8.0,2.0,9.0,0.0,0.0,away_win,0,3,5,2023-2024,2022-2023,110.4778432601881,123.75691699604742,-13.279073735859328
sr:competition:306,F-Liiga,finland,sr:season:108077,F-Liiga 23/24,F-Liiga 23/24,sr:sport_event:42343765,2023-09-20T15:30:00+00:00,sr:competitor:322573,Nurmon Jymy,sr:competitor:4158,Happee Jyvaskyla,5,9,4,3,0,3,1,1,2,-1,3,3.0,0.0,3.0,5.0,3.0,4.0,5.0,3.0,0.0,home_win,1,9,4,2023-2024,2022-2023,112.17115102639296,157.5568831168831,-45.38573209049015
sr:competition:255,Svenska Superligan,sweden,sr:season:108389,Svenska Superligan 23/24,Svenska Superligan 23/24,sr:sport_event:42451643,2023-09-20T17:00:00+00:00,sr:competitor:610450,Nykvarns IBF Ungdom,sr:competitor:4144,Storvreta IBK,10,7,-3,0,3,-3,1,1,-2,1,-3,0.0,3.0,-3.0,5.0,7.0,6.0,5.0,0.0,0.0,away_win,0,1,6,2023-2024,2022-2023,,169.12153846153848,
sr:competition:829,Extraliga,czech,sr:season:108081,Extraliga 23/24,Extraliga 23/24,sr:sport_event:42356573,2023-09-20T18:00:00+00:00,sr:competitor:44610,FbS Bohemians Prague,sr:competitor:940129,FB Hurrican Karlovy Vary,6,10,4,3,0,3,1,1,1,-1,2,3.0,0.0,3.0,4.0,3.0,4.0,5.0,0.0,0.0,home_win,1,14,9,2023-2024,2022-2023,197.8203076923077,84.13671328671327,113.68359440559442
sr:competition:829,Extraliga,czech,sr:season:108081,Extraliga 23/24,Extraliga 23/24,sr:sport_event:42356579,2023-09-22T07:00:00+00:00,sr:competitor:44607,FBC Liberec,sr:competitor:331853,FBC Ceska Lipa,8,14,6,3,0,3,2,2,-3,-15,12,1.5,0.0,1.5,7.0,8.5,5.0,12.5,3.0,0.0,home_win,1,8,5,2023-2024,2022-2023,129.17692307692306,140.3943110367893,-11.217387959866244
sr:competition:306,F-Liiga,finland,sr:season:108077,F-Liiga 23/24,F-Liiga 23/24,sr:sport_event:42343769,2023-09-22T15:30:00+00:00,sr:competitor:65930,Westend Indians,sr:competitor:6584,SPV,4,5,1,3,3,0,1,1,7,3,4,3.0,3.0,0.0,9.0,2.0,8.0,5.0,0.0,0.0,home_win,1,6,5,2023-2024,2022-2023,125.07296851574212,121.15511363636362,3.9178548793784955
sr:competition:306,F-Liiga,finland,sr:season:108077,F-Liiga 23/24,F-Liiga 23/24,sr:sport_event:42343771,2023-09-22T15:30:00+00:00,sr:competitor:25241,Nokian KRP,sr:competitor:224502,EraViikingit,4,8,4,3,0,3,2,1,3,-1,4,1.5,0.0,1.5,9.5,8.0,6.0,7.0,0.0,0.0,home_win,1,9,2,2023-2024,2022-2023,169.30794721407625,34.95909090909091,134.34885630498533
sr:competition:306,F-Liiga,finland,sr:season:108077,F-Liiga 23/24,F-Liiga 23/24,sr:sport_event:42343773,2023-09-23T12:00:00+00:00,sr:competitor:4158,Happee Jyvaskyla,sr:competitor:940309,FBC Turku,10,8,-2,0,0,0,2,1,-6,-2,-4,0.0,0.0,0.0,4.0,7.0,3.0,5.0,0.0,0.0,home_win,1,9,3,2023-2024,2022-2023,157.5568831168831,64.15576298701298,93.40112012987014
