competition_id,league,season,home_rank,away_rank,rank_diff,home_table_points,away_table_points,table_points_diff,home_played,away_played,home_goal_diff,away_goal_diff,goal_diff_diff,home_form_last5,away_form_last5,form_diff_last5,home_goals_for_avg_last5,home_goals_against_avg_last5,away_goals_for_avg_last5,away_goals_against_avg_last5,home_home_form_last5,away_away_form_last5,season_norm,roster_prev_season,home_roster_strength,away_roster_strength,roster_strength_diff,target_home_win
sr:competition:829,czech,Extraliga 23/24,11,4,-7,24,51,-27,24,24,-65,52,-117,1.8,1.8,0.0,7.8,7.4,8.2,5.6,1.2,3.0,2023-2024,2022-2023,148.42176923076923,172.93434065934065,-24.51257142857142,0
sr:competition:829,czech,Extraliga 23/24,13,14,1,12,9,3,24,24,-98,-121,23,0.0,0.6,-0.6,3.8,8.6,3.2,9.6,0.0,0.0,2023-2024,2022-2023,,108.59916746411484,,1
sr:competition:829,czech,Extraliga 23/24,3,12,9,54,18,36,24,24,63,-61,124,1.8,1.2,0.6000000000000001,7.4,6.8,4.4,7.0,1.8,1.8,2023-2024,2022-2023,197.77530769230768,84.13671328671327,113.6385944055944,1
sr:competition:829,czech,Extraliga 23/24,1,8,7,57,33,24,24,24,102,-47,149,1.8,1.8,0.0,8.4,5.8,4.8,7.0,3.0,1.2,2023-2024,2022-2023,,134.34259149546105,,1
sr:competition:829,czech,Extraliga 23/24,7,6,-1,39,48,-9,24,24,-9,79,-88,1.2,3.0,-1.8,6.4,6.6,9.4,3.8,0.6,2.4,2023-2024,2022-2023,129.17692307692306,197.8203076923077,-68.64338461538463,0
sr:competition:829,czech,Extraliga 23/24,3,10,7,54,27,27,24,24,167,-72,239,2.4,0.6,1.7999999999999998,11.2,3.6,3.8,6.8,3.0,0.6,2023-2024,2022-2023,165.27208695652172,107.96294792164358,57.30913903487814,1
sr:competition:306,finland,F-Liiga 23/24,3,11,8,69,15,54,29,29,83,-115,198,2.4,1.2,1.2,7.8,4.6,4.2,7.4,3.0,0.0,2023-2024,2022-2023,38.00846394984326,34.95909090909091,3.04937304075235,1
sr:competition:306,finland,F-Liiga 23/24,7,3,-4,51,69,-18,30,30,19,86,-67,1.8,2.4,-0.5999999999999999,6.6,5.8,6.2,5.2,1.8,2.4,2023-2024,2022-2023,157.5568831168831,169.30794721407625,-11.751064097193137,0
sr:competition:306,finland,F-Liiga 23/24,12,9,-3,6,30,-24,30,30,-151,-84,-67,0.0,1.2,-1.2,3.6,8.6,4.6,6.4,0.0,1.2,2023-2024,2022-2023,64.15576298701298,81.62211990595611,-17.466356918943134,0
sr:competition:306,finland,F-Liiga 23/24,4,1,-3,57,75,-18,30,30,61,110,-49,1.2,2.4,-1.2,7.0,5.0,7.6,3.0,1.8,3.0,2023-2024,2022-2023,125.07296851574212,123.75691699604742,1.316051519694696,0
sr:competition:306,finland,F-Liiga 23/24,2,5,3,72,54,18,30,30,95,36,59,2.4,1.2,1.2,9.2,4.4,3.4,5.2,3.0,2.4,2023-2024,2022-2023,38.00846394984326,110.4778432601881,-72.46937931034483,1
sr:competition:306,finland,F-Liiga 23/24,12,10,-2,6,27,-21,31,30,-154,-60,-94,0.0,1.2,-1.2,3.8,9.0,4.2,5.4,0.0,0.6,2023-2024,2022-2023,64.15576298701298,112.17115102639296,-48.015388039379985,0
sr:competition:255,sweden,Svenska Superligan 23/24,3,4,1,48,48,0,22,22,58,42,16,2.4,2.4,0.0,8.4,5.0,7.2,3.6,2.4,1.8,2023-2024,2022-2023,170.55676588628762,168.7760859140859,1.7806799722017104,0
sr:competition:255,sweden,Svenska Superligan 23/24,12,11,-1,21,24,-3,22,22,-70,-37,-33,0.6,1.2,-0.6,3.6,8.6,4.2,6.8,1.2,0.6,2023-2024,2022-2023,161.6590769230769,137.90596655518394,23.75311036789296,1
sr:competition:255,sweden,Svenska Superligan 23/24,2,8,6,54,27,27,22,22,57,2,55,3.0,1.2,1.8,10.0,5.4,5.0,4.2,2.4,0.6,2023-2024,2022-2023,192.0868260869565,136.64397993311036,55.44284615384615,1
sr:competition:255,sweden,Svenska Superligan 23/24,7,14,7,33,12,21,22,22,13,-98,111,1.2,0.0,1.2,4.6,6.0,3.8,10.2,1.2,0.6,2023-2024,2022-2023,141.41000000000005,123.08384615384615,18.3261538461539,1
sr:competition:829,czech,Extraliga 23/24,14,11,-3,9,24,-15,25,25,-123,-71,-52,0.6,1.8,-1.2000000000000002,4.0,7.4,7.2,6.8,0.6,1.2,2023-2024,2022-2023,108.59916746411484,148.42176923076923,-39.82260176665439,0
sr:competition:829,czech,Extraliga 23/24,11,7,-4,27,39,-12,25,25,-84,-12,-72,0.6,0.6,0.0,3.0,7.6,6.2,7.4,1.2,2.4,2023-2024,2022-2023,107.96294792164358,129.17692307692306,-21.213975155279485,1
sr:competition:255,sweden,Svenska Superligan 23/24,9,13,4,27,18,9,22,22,-4,-38,34,2.4,1.2,1.2,7.4,5.2,5.0,6.2,2.4,0.6,2023-2024,2022-2023,137.75830769230768,,,0
sr:competition:829,czech,Extraliga 23/24,9,2,-7,30,57,-27,25,25,-40,179,-219,1.2,2.4,-1.2,6.0,8.2,12.8,3.4,1.8,1.8,2023-2024,2022-2023,140.3943110367893,165.27208695652172,-24.877775919732414,0
sr:competition:829,czech,Extraliga 23/24,8,12,4,33,18,15,25,25,-57,-69,12,1.2,0.6,0.6,3.2,8.6,4.4,8.8,1.8,1.2,2023-2024,2022-2023,134.34259149546105,84.13671328671327,50.20587820874778,1
sr:competition:829,czech,Extraliga 23/24,5,2,-3,51,60,-9,25,25,82,112,-30,3.0,1.8,1.2,10.0,4.0,8.2,5.2,3.0,1.8,2023-2024,2022-2023,197.8203076923077,,,0
sr:competition:829,czech,Extraliga 23/24,3,13,10,57,15,42,25,25,71,-96,167,2.4,0.6,1.7999999999999998,8.8,6.4,4.8,9.0,2.4,0.0,2023-2024,2022-2023,197.77530769230768,,,1
sr:competition:829,czech,Extraliga 23/24,4,6,2,54,51,3,25,25,58,50,8,2.4,1.8,0.5999999999999999,9.4,5.0,7.4,6.0,1.2,1.2,2023-2024,2022-2023,172.93434065934065,139.26107692307693,33.67326373626372,1
sr:competition:306,finland,F-Liiga 23/24,11,9,-2,15,33,-18,30,31,-127,-81,-46,1.2,1.2,0.0,3.8,7.2,4.4,6.0,1.8,1.8,2023-2024,2022-2023,34.95909090909091,81.62211990595611,-46.6630289968652,0
sr:competition:306,finland,F-Liiga 23/24,5,7,2,54,51,3,31,31,30,18,12,1.2,1.2,0.0,3.8,6.2,5.8,6.2,1.8,1.2,2023-2024,2022-2023,110.4778432601881,157.5568831168831,-47.07903985669502,1
sr:competition:306,finland,F-Liiga 23/24,6,4,-2,51,57,-6,30,31,31,58,-27,1.2,1.2,0.0,5.8,6.4,7.0,4.8,2.4,1.2,2023-2024,2022-2023,121.15511363636362,125.07296851574212,-3.9178548793784955,1
sr:competition:306,finland,F-Liiga 23/24,10,11,1,30,15,15,31,31,-57,-130,73,1.8,1.2,0.6000000000000001,4.8,4.6,3.6,7.0,0.6,0.0,2023-2024,2022-2023,112.17115102639296,34.95909090909091,77.21206011730206,1
sr:competition:255,sweden,Svenska Superligan 23/24,2,6,4,54,36,18,22,22,78,20,58,2.4,1.2,1.2,7.8,3.6,5.4,4.6,3.0,1.2,2023-2024,2022-2023,169.12153846153848,138.14572352285396,30.975814938684522,1
sr:competition:255,sweden,Svenska Superligan 23/24,10,7,-3,24,36,-12,22,22,-33,10,-43,1.2,0.6,0.6,4.0,4.8,3.8,6.0,1.8,1.8,2023-2024,2022-2023,,155.30446153846154,,0
sr:competition:306,finland,F-Liiga 23/24,9,1,-8,33,78,-45,30,31,-16,113,-129,1.2,2.4,-1.2,5.4,4.2,7.0,3.4,0.6,3.0,2023-2024,2022-2023,109.79741935483872,123.75691699604742,-13.9594976412087,0
sr:competition:306,finland,F-Liiga 23/24,3,2,-1,72,75,-3,31,31,87,101,-14,2.4,2.4,0.0,5.6,5.2,9.0,3.4,3.0,2.4,2023-2024,2022-2023,169.30794721407625,38.00846394984326,131.299483264233,0
sr:competition:306,finland,F-Liiga 23/24,9,6,-3,33,54,-21,31,31,-19,32,-51,1.2,1.8,-0.6000000000000001,5.2,4.2,5.8,6.0,0.6,1.8,2023-2024,2022-2023,109.79741935483872,121.15511363636362,-11.3576942815249,0
sr:competition:829,czech,Extraliga 23/24,7,10,3,39,30,9,26,26,-15,-81,66,0.6,1.2,-0.6,5.6,7.2,4.6,8.4,0.6,0.0,2023-2024,2022-2023,129.17692307692306,107.96294792164358,21.213975155279485,1
sr:competition:829,czech,Extraliga 23/24,8,9,1,36,30,6,26,26,-56,-48,-8,1.8,1.2,0.6000000000000001,3.8,7.6,6.0,8.0,2.4,0.6,2023-2024,2022-2023,134.34259149546105,140.3943110367893,-6.051719541328254,1
sr:competition:255,sweden,Svenska Superligan 23/24,3,6,3,51,36,15,23,23,44,20,24,3.0,1.8,1.2,8.2,3.6,5.6,4.2,2.4,1.2,2023-2024,2022-2023,168.7760859140859,141.41000000000005,27.366085914085858,1
sr:competition:255,sweden,Svenska Superligan 23/24,6,9,3,36,27,9,23,23,18,-5,23,0.6,1.8,-1.2000000000000002,4.8,5.0,6.8,5.0,3.0,1.2,2023-2024,2022-2023,138.14572352285396,137.75830769230768,0.38741583054627426,1
sr:competition:255,sweden,Svenska Superligan 23/24,6,12,6,39,24,15,23,23,11,-68,79,0.6,1.2,-0.6,3.8,6.0,3.2,5.8,0.6,0.6,2023-2024,2022-2023,155.30446153846154,161.6590769230769,-6.354615384615357,0
sr:competition:255,sweden,Svenska Superligan 23/24,13,11,-2,21,24,-3,23,23,-37,-34,-3,1.8,1.2,0.6000000000000001,4.8,5.6,5.0,5.8,0.6,0.0,2023-2024,2022-2023,,,,1
sr:competition:255,sweden,Svenska Superligan 23/24,14,1,-13,12,57,-45,23,23,-105,80,-185,0.0,2.4,-2.4,2.8,8.8,6.8,3.6,0.0,2.4,2023-2024,2022-2023,123.08384615384615,169.12153846153848,-46.037692307692325,0
sr:competition:255,sweden,Svenska Superligan 23/24,13,2,-11,24,57,-33,23,23,-39,63,-102,0.6,3.0,-2.4,4.2,7.4,8.6,4.8,1.8,2.4,2023-2024,2022-2023,137.90596655518394,192.0868260869565,-54.18085953177257,0
sr:competition:829,czech,Extraliga 23/24,10,7,-3,30,42,-12,27,27,-84,-12,-72,1.2,0.6,0.6,3.8,8.0,5.6,6.8,1.8,1.8,2023-2024,2022-2023,107.96294792164358,129.17692307692306,-21.213975155279485,1
sr:competition:255,sweden,Svenska Superligan 23/24,8,4,-4,27,48,-21,23,23,-4,56,-60,1.2,1.8,-0.6000000000000001,4.4,4.6,6.6,5.4,1.2,2.4,2023-2024,2022-2023,136.64397993311036,170.55676588628762,-33.91278595317726,0
sr:competition:829,czech,Extraliga 23/24,10,8,-2,30,39,-9,27,27,-49,-55,6,0.6,1.8,-1.2000000000000002,4.8,7.2,4.0,7.8,1.8,0.6,2023-2024,2022-2023,140.3943110367893,134.34259149546105,6.051719541328254,1
sr:competition:306,finland,F-Liiga 23/24,6,3,-3,57,72,-15,32,32,32,85,-53,1.2,2.4,-1.2,3.6,6.4,6.2,5.0,1.8,2.4,2023-2024,2022-2023,110.4778432601881,169.30794721407625,-58.830103953888155,1
sr:competition:255,sweden,Svenska Superligan 23/24,10,14,4,27,12,15,24,24,-67,-111,44,1.8,0.0,1.8,3.4,5.2,3.0,8.6,1.2,0.6,2023-2024,2022-2023,161.6590769230769,123.08384615384615,38.57523076923074,1
sr:competition:306,finland,F-Liiga 23/24,1,6,5,81,57,24,32,32,116,33,83,2.4,2.4,0.0,7.8,4.2,5.6,3.4,2.4,1.8,2023-2024,2022-2023,123.75691699604742,121.15511363636362,2.6018033596837995,0
sr:competition:306,finland,F-Liiga 23/24,11,12,1,15,6,9,32,32,-133,-157,24,0.6,0.0,0.6,3.6,8.0,3.2,8.6,1.8,0.0,2023-2024,2022-2023,34.95909090909091,64.15576298701298,-29.196672077922067,1
sr:competition:306,finland,F-Liiga 23/24,6,9,3,57,33,24,32,32,57,-20,77,1.2,0.6,0.6,7.0,4.8,4.4,4.6,1.2,0.6,2023-2024,2022-2023,125.07296851574212,109.79741935483872,15.275549160903395,1
sr:competition:306,finland,F-Liiga 23/24,10,8,-2,33,36,-3,32,32,-54,-78,24,1.8,1.8,0.0,5.4,4.8,4.4,4.4,1.2,1.8,2023-2024,2022-2023,112.17115102639296,81.62211990595611,30.54903112043685,0
sr:competition:306,finland,F-Liiga 23/24,2,7,5,78,51,27,32,32,103,16,87,2.4,1.2,1.2,7.2,3.4,5.6,6.0,3.0,0.6,2023-2024,2022-2023,38.00846394984326,157.5568831168831,-119.54841916703985,1
sr:competition:255,sweden,Svenska Superligan 23/24,11,2,-9,24,60,-36,24,24,-33,65,-98,1.8,3.0,-1.2,5.0,5.2,7.8,5.2,1.2,2.4,2023-2024,2022-2023,,192.0868260869565,,0
sr:competition:255,sweden,Svenska Superligan 23/24,2,6,4,60,39,21,24,24,86,10,76,3.0,0.6,2.4,7.8,3.2,3.8,5.8,3.0,2.4,2023-2024,2022-2023,169.12153846153848,155.30446153846154,13.81707692307694,0
sr:competition:829,czech,Extraliga 23/24,7,10,3,42,33,9,28,28,-13,-83,70,0.6,1.8,-1.2000000000000002,5.4,6.6,4.8,6.8,1.2,0.0,2023-2024,2022-2023,129.17692307692306,107.96294792164358,21.213975155279485,1
sr:competition:829,czech,Extraliga 23/24,11,14,3,27,9,18,26,26,-68,-126,58,1.8,0.6,1.2000000000000002,6.6,6.6,3.8,7.6,1.2,0.0,2023-2024,2022-2023,148.42176923076923,108.59916746411484,39.82260176665439,0
sr:competition:829,czech,Extraliga 23/24,12,13,1,18,15,3,26,26,-70,-113,43,0.6,0.6,0.0,4.6,8.2,3.4,10.0,0.6,0.0,2023-2024,2022-2023,84.13671328671327,,,1
sr:competition:829,czech,Extraliga 23/24,8,9,1,39,33,6,28,28,-56,-48,-8,1.8,1.2,0.6000000000000001,4.4,5.8,5.0,6.2,3.0,0.6,2023-2024,2022-2023,134.34259149546105,140.3943110367893,-6.051719541328254,0
sr:competition:829,czech,Extraliga 23/24,12,13,1,21,15,6,27,27,-68,-115,47,1.2,0.6,0.6,5.0,7.2,3.2,8.6,1.2,0.0,2023-2024,2022-2023,84.13671328671327,,,1
sr:competition:255,sweden,Svenska Superligan 23/24,13,6,-7,24,39,-15,24,24,-41,19,-60,0.6,1.2,-0.6,4.4,7.8,5.0,4.8,1.2,0.6,2023-2024,2022-2023,137.90596655518394,138.14572352285396,-0.23975696767001864,0
sr:competition:255,sweden,Svenska Superligan 23/24,10,3,-7,27,54,-27,24,24,-10,50,-60,1.2,3.0,-1.8,4.6,5.8,8.8,3.2,0.6,2.4,2023-2024,2022-2023,136.64397993311036,168.7760859140859,-32.13210598097555,0
sr:competition:255,sweden,Svenska Superligan 23/24,4,9,5,51,27,24,24,24,62,-6,68,1.8,1.2,0.6000000000000001,7.6,5.6,6.2,5.2,2.4,1.2,2023-2024,2022-2023,170.55676588628762,137.75830769230768,32.79845819397994,1
sr:competition:255,sweden,Svenska Superligan 23/24,12,7,-5,24,36,-12,24,24,-38,14,-52,0.6,1.2,-0.6,4.4,6.2,5.2,5.2,1.2,1.2,2023-2024,2022-2023,,141.41000000000005,,0
sr:competition:829,czech,Extraliga 23/24,11,14,3,27,12,15,27,27,-69,-125,56,1.2,0.6,0.6,5.6,7.4,3.8,7.6,1.2,0.6,2023-2024,2022-2023,148.42176923076923,108.59916746411484,39.82260176665439,1
sr:competition:829,czech,Extraliga 23/24,3,5,2,60,51,9,26,26,88,77,11,2.4,2.4,0.0,10.0,5.0,8.2,4.6,2.4,3.0,2023-2024,2022-2023,197.77530769230768,197.8203076923077,-0.045000000000015916,0
sr:competition:829,czech,Extraliga 23/24,2,7,5,60,45,15,26,29,187,-9,196,2.4,1.2,1.2,11.8,4.2,5.6,5.6,3.0,1.2,2023-2024,2022-2023,165.27208695652172,129.17692307692306,36.09516387959866,1
sr:competition:829,czech,Extraliga 23/24,4,6,2,57,51,6,26,26,59,49,10,2.4,1.8,0.5999999999999999,8.8,4.4,7.8,5.0,1.2,0.6,2023-2024,2022-2023,172.93434065934065,139.26107692307693,33.67326373626372,1
sr:competition:829,czech,Extraliga 23/24,2,9,7,63,36,27,26,29,117,-46,163,2.4,1.8,0.5999999999999999,8.0,3.8,5.2,5.8,3.0,1.2,2023-2024,2022-2023,,140.3943110367893,,1
sr:competition:306,finland,F-Liiga 23/24,2,8,6,81,39,42,33,33,106,-77,183,3.0,1.8,1.2,8.4,3.6,4.0,4.2,3.0,2.4,2023-2024,2022-2023,38.00846394984326,81.62211990595611,-43.61365595611285,1
sr:competition:829,czech,Extraliga 23/24,3,5,2,60,54,6,27,27,86,79,7,2.4,2.4,0.0,9.4,3.6,5.8,3.6,1.8,3.0,2023-2024,2022-2023,197.77530769230768,197.8203076923077,-0.045000000000015916,1
sr:competition:829,czech,Extraliga 23/24,2,7,5,63,45,18,27,30,196,-18,214,2.4,1.2,1.2,11.8,3.6,4.6,5.8,3.0,0.6,2023-2024,2022-2023,165.27208695652172,129.17692307692306,36.09516387959866,1
sr:competition:829,czech,Extraliga 23/24,4,6,2,60,51,9,27,27,63,45,18,2.4,1.2,1.2,8.8,5.0,7.2,6.2,1.8,0.6,2023-2024,2022-2023,172.93434065934065,139.26107692307693,33.67326373626372,1
sr:competition:829,czech,Extraliga 23/24,2,9,7,66,36,30,27,30,124,-53,177,2.4,1.2,1.2,8.2,4.4,4.4,7.0,3.0,1.2,2023-2024,2022-2023,,140.3943110367893,,1
sr:competition:306,finland,F-Liiga 23/24,3,6,3,72,60,12,33,33,82,34,48,1.8,2.4,-0.5999999999999999,5.0,5.4,5.4,4.2,2.4,1.8,2023-2024,2022-2023,169.30794721407625,121.15511363636362,48.15283357771263,1
sr:competition:306,finland,F-Liiga 23/24,2,7,5,81,51,30,33,33,115,13,102,1.8,1.2,0.6000000000000001,6.4,5.2,6.2,5.0,1.8,0.0,2023-2024,2022-2023,123.75691699604742,157.5568831168831,-33.79996612083569,1
sr:competition:306,finland,F-Liiga 23/24,4,5,1,60,60,0,33,33,59,35,24,1.2,1.8,-0.6000000000000001,6.0,5.2,4.4,4.8,1.8,1.8,2023-2024,2022-2023,125.07296851574212,110.4778432601881,14.595125255554024,1
sr:competition:829,czech,Extraliga 23/24,6,4,-2,51,63,-12,28,28,43,65,-22,0.6,2.4,-1.7999999999999998,6.0,6.0,6.8,4.6,2.4,3.0,2023-2024,2022-2023,139.26107692307693,172.93434065934065,-33.67326373626372,0
sr:competition:255,sweden,Svenska Superligan 23/24,3,13,10,57,24,33,25,25,52,-50,102,3.0,0.6,2.4,8.2,4.4,4.2,8.2,3.0,0.6,2023-2024,2022-2023,168.7760859140859,137.90596655518394,30.870119358901974,1
sr:competition:255,sweden,Svenska Superligan 23/24,1,4,3,63,54,9,25,25,66,67,-1,3.0,1.8,1.2,7.2,4.8,6.8,5.0,2.4,2.4,2023-2024,2022-2023,192.0868260869565,170.55676588628762,21.530060200668885,0
sr:competition:255,sweden,Svenska Superligan 23/24,5,11,6,42,24,18,25,25,28,-34,62,1.8,1.8,0.0,6.2,3.8,5.4,5.2,3.0,1.2,2023-2024,2022-2023,138.14572352285396,,,1
sr:competition:255,sweden,Svenska Superligan 23/24,9,2,-7,27,60,-33,25,25,-11,85,-96,0.6,2.4,-1.7999999999999998,5.0,6.0,7.0,3.2,1.8,2.4,2023-2024,2022-2023,137.75830769230768,169.12153846153848,-31.363230769230796,1
sr:competition:255,sweden,Svenska Superligan 23/24,6,10,4,42,27,15,25,25,11,-12,23,1.2,1.2,0.0,3.6,5.2,5.2,6.6,0.6,0.6,2023-2024,2022-2023,155.30446153846154,136.64397993311036,18.66048160535118,1
sr:competition:255,sweden,Svenska Superligan 23/24,14,12,-2,12,24,-12,25,25,-112,-43,-69,0.0,0.0,0.0,3.2,8.0,4.2,7.2,0.0,0.0,2023-2024,2022-2023,123.08384615384615,,,0
sr:competition:255,sweden,Svenska Superligan 23/24,7,9,2,39,30,9,25,25,19,-66,85,1.2,2.4,-1.2,5.8,5.0,4.4,3.8,1.8,0.6,2023-2024,2022-2023,141.41000000000005,161.6590769230769,-20.249076923076842,1
sr:competition:829,czech,Extraliga 23/24,13,12,-1,15,24,-9,28,28,-120,-63,-57,0.6,1.8,-1.2000000000000002,3.0,8.0,5.2,4.4,0.6,0.6,2023-2024,2022-2023,,84.13671328671327,,1
sr:competition:306,finland,F-Liiga 23/24,7,2,-5,51,84,-33,34,34,12,116,-104,0.6,1.8,-1.2000000000000002,5.8,5.2,6.4,5.4,1.8,3.0,2023-2024,2022-2023,157.5568831168831,123.75691699604742,33.79996612083569,0
sr:competition:306,finland,F-Liiga 23/24,8,2,-6,39,84,-45,34,34,-88,117,-205,1.8,3.0,-1.2,3.8,6.0,10.2,3.4,1.2,2.4,2023-2024,2022-2023,81.62211990595611,38.00846394984326,43.61365595611285,0
sr:competition:829,czech,Extraliga 23/24,14,11,-3,12,30,-18,28,28,-127,-67,-60,0.6,1.2,-0.6,3.8,6.2,4.4,6.8,0.6,1.2,2023-2024,2022-2023,108.59916746411484,148.42176923076923,-39.82260176665439,1
sr:competition:829,czech,Extraliga 23/24,9,1,-8,36,69,-33,31,28,-57,128,-185,1.2,3.0,-1.8,3.8,5.6,8.4,2.8,2.4,1.8,2023-2024,2022-2023,140.3943110367893,,,0
sr:competition:829,czech,Extraliga 23/24,5,4,-1,54,63,-9,28,28,74,91,-17,1.8,2.4,-0.5999999999999999,4.0,4.8,9.4,2.8,2.4,2.4,2023-2024,2022-2023,197.8203076923077,197.77530769230768,0.045000000000015916,0
sr:competition:829,czech,Extraliga 23/24,7,2,-5,45,66,-21,31,28,-19,197,-216,1.2,2.4,-1.2,5.0,5.8,10.6,4.8,1.2,2.4,2023-2024,2022-2023,129.17692307692306,165.27208695652172,-36.09516387959866,0
sr:competition:306,finland,F-Liiga 23/24,5,4,-1,60,63,-3,34,34,34,60,-26,1.8,1.8,0.0,3.8,4.0,5.6,4.4,1.8,0.6,2023-2024,2022-2023,110.4778432601881,125.07296851574212,-14.595125255554024,1
sr:competition:829,czech,Extraliga 23/24,5,3,-2,54,66,-12,29,29,73,92,-19,1.2,2.4,-1.2,3.8,5.0,8.4,2.6,1.8,2.4,2023-2024,2022-2023,197.8203076923077,197.77530769230768,0.045000000000015916,1
sr:competition:829,czech,Extraliga 23/24,7,2,-5,45,69,-24,32,29,-20,198,-218,0.6,3.0,-2.4,4.8,6.4,10.6,4.4,1.2,2.4,2023-2024,2022-2023,129.17692307692306,165.27208695652172,-36.09516387959866,0
sr:competition:306,finland,F-Liiga 23/24,6,3,-3,60,75,-15,34,34,30,86,-56,1.8,1.8,0.0,4.4,4.8,5.4,5.2,2.4,1.8,2023-2024,2022-2023,121.15511363636362,169.30794721407625,-48.15283357771263,1
sr:competition:829,czech,Extraliga 23/24,14,11,-3,15,30,-15,29,29,-123,-71,-52,1.2,1.2,0.0,5.0,5.4,4.6,5.8,1.2,1.2,2023-2024,2022-2023,108.59916746411484,148.42176923076923,-39.82260176665439,0
sr:competition:829,czech,Extraliga 23/24,13,12,-1,18,24,-6,29,29,-119,-64,-55,1.2,1.2,0.0,3.2,7.4,4.6,5.2,1.2,0.6,2023-2024,2022-2023,,84.13671328671327,,0
sr:competition:829,czech,Extraliga 23/24,9,2,-7,36,72,-36,32,29,-64,135,-199,1.2,3.0,-1.8,4.6,7.6,9.6,3.0,1.8,1.8,2023-2024,2022-2023,140.3943110367893,,,0
sr:competition:829,czech,Extraliga 23/24,6,4,-2,51,66,-15,29,29,40,68,-28,0.0,3.0,-3.0,4.6,7.2,7.6,4.4,1.8,3.0,2023-2024,2022-2023,139.26107692307693,172.93434065934065,-33.67326373626372,1
sr:competition:306,finland,F-Liiga 23/24,2,8,6,87,39,48,35,35,118,-89,207,3.0,1.8,1.2,8.2,3.6,4.2,5.2,3.0,1.8,2023-2024,2022-2023,38.00846394984326,81.62211990595611,-43.61365595611285,1
sr:competition:829,czech,Extraliga 23/24,3,5,2,66,57,9,30,30,87,78,9,1.8,1.2,0.6000000000000001,6.8,3.6,3.8,4.6,2.4,2.4,2023-2024,2022-2023,197.77530769230768,197.8203076923077,-0.045000000000015916,1
sr:competition:306,finland,F-Liiga 23/24,3,6,3,75,63,12,35,35,85,31,54,1.2,2.4,-1.2,4.8,5.0,5.0,5.0,2.4,1.2,2023-2024,2022-2023,169.30794721407625,121.15511363636362,48.15283357771263,1
sr:competition:306,finland,F-Liiga 23/24,2,7,5,87,51,36,35,35,120,8,112,2.4,0.0,2.4,6.6,4.6,3.8,6.0,1.8,0.0,2023-2024,2022-2023,123.75691699604742,157.5568831168831,-33.79996612083569,0
sr:competition:829,czech,Extraliga 23/24,12,13,1,27,18,9,30,30,-59,-124,65,1.8,0.6,1.2000000000000002,5.6,3.6,2.4,8.0,1.8,0.0,2023-2024,2022-2023,84.13671328671327,,,1
sr:competition:829,czech,Extraliga 23/24,4,6,2,66,54,12,30,30,67,41,26,2.4,0.6,1.7999999999999998,7.0,5.2,5.2,7.0,2.4,0.6,2023-2024,2022-2023,172.93434065934065,139.26107692307693,33.67326373626372,1
sr:competition:306,finland,F-Liiga 23/24,11,0,-11,18,0,18,33,0,-131,0,-131,1.2,0.0,1.2,4.0,7.0,0.0,0.0,1.8,0.0,2023-2024,2022-2023,34.95909090909091,,,0
sr:competition:306,finland,F-Liiga 23/24,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-2024,2022-2023,,,,1
sr:competition:306,finland,F-Liiga 23/24,12,0,-12,6,0,6,33,0,-159,0,-159,0.0,0.0,0.0,3.2,7.6,0.0,0.0,0.0,0.0,2023-2024,2022-2023,64.15576298701298,,,1
sr:competition:306,finland,F-Liiga 23/24,4,5,1,63,63,0,35,35,59,35,24,1.2,1.8,-0.6000000000000001,4.2,4.6,3.6,3.8,1.8,1.2,2023-2024,2022-2023,125.07296851574212,110.4778432601881,14.595125255554024,1
sr:competition:829,czech,Extraliga 23/24,10,14,4,33,15,18,30,30,-69,-125,56,1.8,1.2,0.6000000000000001,4.8,4.4,4.4,4.8,1.8,0.6,2023-2024,2022-2023,148.42176923076923,108.59916746411484,39.82260176665439,1
sr:competition:306,finland,F-Liiga 23/24,7,2,-5,54,87,-33,36,36,9,119,-110,0.6,1.8,-1.2000000000000002,4.2,6.0,6.0,4.8,1.2,3.0,2023-2024,2022-2023,157.5568831168831,123.75691699604742,33.79996612083569,0
sr:competition:829,czech,Extraliga 23/24,5,3,-2,57,69,-12,31,31,77,88,-11,1.2,1.8,-0.6000000000000001,4.6,4.6,4.6,4.6,1.8,1.8,2023-2024,2022-2023,197.8203076923077,197.77530769230768,0.045000000000015916,0
sr:competition:306,finland,F-Liiga 23/24,8,1,-7,39,90,-51,36,36,-100,129,-229,1.2,3.0,-1.8,3.8,7.6,9.6,4.0,1.2,2.4,2023-2024,2022-2023,81.62211990595611,38.00846394984326,43.61365595611285,0
sr:competition:255,sweden,Svenska Superligan 23/24,1,7,6,63,42,21,26,26,63,20,43,2.4,1.8,0.5999999999999999,7.2,5.6,6.8,5.6,2.4,1.2,2023-2024,2022-2023,192.0868260869565,141.41000000000005,50.67682608695645,1
sr:competition:255,sweden,Svenska Superligan 23/24,4,5,1,57,45,12,26,26,70,30,40,2.4,1.8,0.5999999999999999,7.4,4.8,6.4,4.6,2.4,0.6,2023-2024,2022-2023,170.55676588628762,138.14572352285396,32.411042363433666,0
