competition_id,league,season,home_rank,away_rank,rank_diff,home_table_points,away_table_points,table_points_diff,home_played,away_played,home_goal_diff,away_goal_diff,goal_diff_diff,home_form_last5,away_form_last5,form_diff_last5,home_goals_for_avg_last5,home_goals_against_avg_last5,away_goals_for_avg_last5,away_goals_against_avg_last5,home_home_form_last5,away_away_form_last5,target_home_win
sr:competition:255,czech,Svenska Superligan 23/24,12,4,-8,18,39,-21,19,19,-58,22,-80,0.0,1.8,-1.8,4.8,10.8,5.0,7.0,1.2,1.2,0
sr:competition:829,czech,Extraliga 23/24,14,10,-4,6,24,-18,21,21,-107,-62,-45,0.0,0.6,-0.6,3.4,10.0,3.6,7.6,0.0,0.6,1
sr:competition:306,finland,F-Liiga 23/24,11,7,-4,9,45,-36,26,26,-113,20,-133,0.6,1.2,-0.6,4.4,7.2,4.6,3.6,0.6,1.2,1
sr:competition:255,czech,Svenska Superligan 23/24,5,7,2,36,30,6,19,19,20,14,6,2.4,1.8,0.5999999999999999,6.2,5.2,6.0,5.8,1.8,1.8,0
sr:competition:306,finland,F-Liiga 23/24,10,4,-6,21,51,-30,26,26,-58,47,-105,0.0,1.2,-1.2,2.6,6.6,5.2,5.8,0.0,1.8,1
sr:competition:829,czech,Extraliga 23/24,6,10,4,42,24,18,22,22,68,-63,131,2.4,0.0,2.4,10.2,5.6,4.0,8.4,1.8,0.6,1
sr:competition:255,czech,Svenska Superligan 23/24,10,3,-7,21,42,-21,19,19,-24,52,-76,1.8,3.0,-1.2,5.2,4.2,9.6,4.2,1.8,1.8,0
sr:competition:306,finland,F-Liiga 23/24,2,6,4,63,45,18,26,26,73,33,40,3.0,1.8,1.2,8.0,4.0,5.0,5.8,2.4,1.8,1
sr:competition:306,finland,F-Liiga 23/24,10,8,-2,24,27,-3,25,25,-75,-22,-53,1.8,0.0,1.8,3.6,6.8,3.8,7.2,1.2,0.6,1
sr:competition:306,finland,F-Liiga 23/24,1,5,4,66,48,18,26,25,95,45,50,3.0,3.0,0.0,11.6,3.2,5.8,3.8,3.0,3.0,1
sr:competition:255,czech,Svenska Superligan 23/24,13,1,-12,15,45,-30,19,19,-32,63,-95,0.6,2.4,-1.7999999999999998,4.0,5.6,8.4,4.2,1.2,1.8,0
sr:competition:255,czech,Svenska Superligan 23/24,3,6,3,45,33,12,19,19,52,18,34,1.8,2.4,-0.5999999999999999,9.2,4.8,7.6,5.4,2.4,1.8,1
sr:competition:829,czech,Extraliga 23/24,1,8,7,51,30,21,22,22,155,-36,191,3.0,1.8,1.2,13.6,3.6,4.4,4.4,2.4,1.8,1
sr:competition:829,czech,Extraliga 23/24,13,6,-7,12,45,-33,23,22,-95,40,-135,0.0,1.2,-1.2,3.8,9.2,6.6,7.6,0.0,1.2,0
sr:competition:255,czech,Svenska Superligan 23/24,14,9,-5,12,21,-9,19,19,-83,-11,-72,0.6,1.8,-1.2000000000000002,4.8,9.6,5.8,5.2,0.0,0.6,0
sr:competition:829,czech,Extraliga 23/24,7,3,-4,39,48,-9,22,22,-6,57,-63,2.4,1.8,0.5999999999999999,8.2,5.8,7.0,6.0,1.2,2.4,0
sr:competition:306,finland,F-Liiga 23/24,10,5,-5,24,48,-24,27,26,-57,42,-99,0.6,2.4,-1.7999999999999998,3.6,7.0,4.0,3.2,0.6,2.4,0
sr:competition:829,czech,Extraliga 23/24,11,9,-2,21,27,-6,22,22,-60,-37,-23,1.2,1.8,-0.6000000000000001,7.0,9.8,7.6,8.6,0.6,0.6,1
sr:competition:829,czech,Extraliga 23/24,12,4,-8,15,48,-33,22,22,-57,44,-101,0.6,2.4,-1.7999999999999998,3.8,6.8,8.0,5.6,0.0,3.0,0
sr:competition:255,czech,Svenska Superligan 23/24,10,9,-1,21,21,0,19,19,-29,-4,-25,0.6,0.0,0.6,4.0,6.4,4.2,6.4,1.8,0.6,1
sr:competition:829,czech,Extraliga 23/24,2,14,12,51,9,42,21,22,96,-106,202,2.4,0.6,1.7999999999999998,9.8,5.6,4.2,9.4,3.0,0.0,1
sr:competition:306,finland,F-Liiga 23/24,8,11,3,27,12,15,26,27,-24,-111,87,0.0,0.6,-0.6,4.2,6.8,4.6,7.4,0.6,0.0,1
sr:competition:306,finland,F-Liiga 23/24,6,3,-3,45,60,-15,27,26,22,85,-63,1.8,3.0,-1.2,5.0,6.8,11.4,4.2,1.8,2.4,1
sr:competition:306,finland,F-Liiga 23/24,5,4,-1,51,51,0,27,27,46,46,0,2.4,1.2,1.2,4.0,2.6,5.8,6.0,1.8,1.8,0
sr:competition:306,finland,F-Liiga 23/24,7,1,-6,45,69,-24,27,27,18,98,-80,0.6,3.0,-2.4,3.8,4.6,10.6,2.4,1.8,3.0,0
sr:competition:306,finland,F-Liiga 23/24,3,9,6,60,27,33,27,26,79,-73,152,2.4,1.8,0.5999999999999999,9.6,4.8,4.4,7.6,3.0,0.6,1
sr:competition:255,czech,Svenska Superligan 23/24,8,9,1,24,24,0,20,20,-6,-28,22,2.4,1.2,1.2,6.4,4.6,3.8,4.4,1.8,0.6,1
sr:competition:306,finland,F-Liiga 23/24,1,2,1,72,66,6,28,27,109,84,25,3.0,3.0,0.0,10.8,1.8,9.8,4.6,3.0,2.4,1
sr:competition:306,finland,F-Liiga 23/24,5,9,4,51,27,24,28,27,37,-78,115,1.8,1.8,0.0,3.4,4.0,5.0,7.8,1.2,0.6,0
sr:competition:255,czech,Svenska Superligan 23/24,11,13,2,21,15,6,20,20,-30,-35,5,1.2,0.6,0.6,5.4,5.8,4.2,6.0,1.8,0.6,1
sr:competition:255,czech,Svenska Superligan 23/24,11,12,1,21,18,3,20,20,-5,-69,64,0.0,0.0,0.0,4.2,6.4,3.8,10.4,0.6,1.2,1
sr:competition:306,finland,F-Liiga 23/24,11,4,-7,12,54,-42,28,28,-116,55,-171,0.6,1.2,-0.6,4.2,7.8,6.2,5.8,1.2,1.8,1
sr:competition:255,czech,Svenska Superligan 23/24,1,3,2,48,45,3,20,20,66,58,8,2.4,3.0,-0.6000000000000001,7.0,3.8,9.2,4.2,3.0,2.4,1
sr:competition:255,czech,Svenska Superligan 23/24,4,14,10,42,12,30,20,20,33,-88,121,2.4,0.0,2.4,6.6,4.4,4.6,10.8,2.4,0.6,1
sr:competition:306,finland,F-Liiga 23/24,12,8,-4,6,30,-24,27,27,-130,-19,-111,0.0,0.6,-0.6,3.0,8.6,4.6,6.0,0.0,0.0,0
sr:competition:306,finland,F-Liiga 23/24,3,8,5,63,33,30,28,28,84,-12,96,2.4,1.2,1.2,9.6,4.4,5.6,5.4,3.0,0.6,1
sr:competition:255,czech,Svenska Superligan 23/24,7,2,-5,33,48,-15,20,20,15,54,-39,2.4,1.8,0.5999999999999999,5.4,4.8,8.4,5.6,1.8,2.4,0
sr:competition:306,finland,F-Liiga 23/24,6,12,6,48,6,42,28,28,28,-137,165,1.8,0.0,1.8,5.2,6.0,2.8,9.4,1.8,0.0,1
sr:competition:829,czech,Extraliga 23/24,11,9,-2,24,27,-3,23,23,-73,-42,-31,0.0,1.2,-1.2,3.4,7.8,6.6,9.4,0.6,0.6,1
sr:competition:829,czech,Extraliga 23/24,6,1,-5,45,54,-9,23,23,78,168,-90,3.0,3.0,0.0,10.6,3.8,13.0,3.2,2.4,2.4,1
sr:competition:306,finland,F-Liiga 23/24,9,3,-6,30,66,-36,28,28,-76,82,-158,1.8,2.4,-0.5999999999999999,5.4,8.0,8.8,5.0,1.8,2.4,0
sr:competition:829,czech,Extraliga 23/24,3,2,-1,51,54,-3,23,22,58,105,-47,1.8,2.4,-0.5999999999999999,6.2,6.2,10.6,5.0,1.8,2.4,1
sr:competition:829,czech,Extraliga 23/24,12,14,2,15,9,6,23,23,-67,-115,48,0.6,0.6,0.0,3.8,8.4,3.8,10.4,0.0,0.0,1
sr:competition:306,finland,F-Liiga 23/24,7,10,3,45,24,21,28,28,7,-61,68,0.6,0.6,0.0,3.8,5.8,3.6,6.8,1.2,0.6,1
sr:competition:829,czech,Extraliga 23/24,8,7,-1,30,39,-9,23,23,-49,-7,-42,1.2,1.8,-0.6000000000000001,3.8,6.8,7.4,5.8,1.8,2.4,1
sr:competition:255,czech,Svenska Superligan 23/24,6,5,-1,33,36,-3,20,20,16,19,-3,1.8,1.8,0.0,7.2,5.6,5.8,5.2,2.4,1.8,1
sr:competition:829,czech,Extraliga 23/24,4,2,-2,51,54,-3,23,23,54,100,-46,2.4,1.8,0.5999999999999999,9.0,4.8,9.6,6.2,1.2,1.8,0
sr:competition:255,czech,Svenska Superligan 23/24,10,1,-9,24,51,-27,21,21,-26,67,-93,1.2,2.4,-1.2,5.4,6.0,7.0,4.0,2.4,1.8,0
sr:competition:306,finland,F-Liiga 23/24,1,3,2,75,66,9,29,29,111,85,26,3.0,2.4,0.6000000000000001,9.2,1.8,7.2,4.0,3.0,1.8,0
sr:competition:306,finland,F-Liiga 23/24,4,9,5,54,30,24,29,29,54,-77,131,1.2,1.8,-0.6000000000000001,6.0,5.2,5.6,5.8,1.8,1.2,1
sr:competition:829,czech,Extraliga 23/24,6,11,5,48,24,24,23,23,43,-55,98,1.2,1.8,-0.6000000000000001,5.6,8.0,8.0,7.0,3.0,1.8,1
sr:competition:306,finland,F-Liiga 23/24,7,12,5,48,6,42,29,29,9,-141,150,1.2,0.0,1.2,4.2,5.6,3.0,8.4,1.2,0.0,1
sr:competition:255,czech,Svenska Superligan 23/24,12,10,-2,18,24,-6,21,21,-71,-32,-39,0.0,1.2,-1.2,3.4,10.0,4.2,5.0,0.6,0.6,1
sr:competition:306,finland,F-Liiga 23/24,5,6,1,51,51,0,29,29,35,32,3,1.2,1.8,-0.6000000000000001,3.4,5.0,5.8,6.0,1.2,1.8,1
sr:competition:255,czech,Svenska Superligan 23/24,3,5,2,45,36,9,21,21,57,21,36,2.4,1.8,0.5999999999999999,9.0,4.8,7.0,4.6,2.4,1.2,1
sr:competition:255,czech,Svenska Superligan 23/24,6,4,-2,36,45,-9,21,21,14,38,-24,1.2,2.4,-1.2,5.2,5.8,7.2,4.2,1.2,1.8,0
sr:competition:306,finland,F-Liiga 23/24,8,10,2,33,24,9,29,29,-13,-63,50,1.2,0.6,0.6,5.4,4.6,3.6,7.0,0.6,0.0,0
sr:competition:255,czech,Svenska Superligan 23/24,2,8,6,51,27,24,21,21,55,-2,57,2.4,3.0,-0.6000000000000001,8.8,5.6,7.6,4.8,2.4,1.2,1
sr:competition:255,czech,Svenska Superligan 23/24,14,9,-5,12,24,-12,21,21,-93,-3,-90,0.0,0.6,-0.6,4.4,10.6,3.8,5.4,0.0,0.6,0
sr:competition:255,czech,Svenska Superligan 23/24,13,7,-6,15,33,-18,21,21,-39,14,-53,0.6,1.8,-1.2000000000000002,4.4,6.8,5.4,5.2,0.6,1.8,1
sr:competition:829,czech,Extraliga 23/24,4,9,5,51,27,24,24,24,53,-43,96,1.8,1.2,0.6000000000000001,7.4,5.8,6.8,8.6,3.0,0.0,0
sr:competition:829,czech,Extraliga 23/24,11,4,-7,24,51,-27,24,24,-65,52,-117,1.8,1.8,0.0,7.8,7.4,8.2,5.6,1.2,3.0,0
sr:competition:829,czech,Extraliga 23/24,13,14,1,12,9,3,24,24,-98,-121,23,0.0,0.6,-0.6,3.8,8.6,3.2,9.6,0.0,0.0,1
sr:competition:829,czech,Extraliga 23/24,3,12,9,54,18,36,24,24,63,-61,124,1.8,1.2,0.6000000000000001,7.4,6.8,4.4,7.0,1.8,1.8,1
sr:competition:829,czech,Extraliga 23/24,1,8,7,57,33,24,24,24,102,-47,149,1.8,1.8,0.0,8.4,5.8,4.8,7.0,3.0,1.2,1
sr:competition:829,czech,Extraliga 23/24,7,6,-1,39,48,-9,24,24,-9,79,-88,1.2,3.0,-1.8,6.4,6.6,9.4,3.8,0.6,2.4,0
sr:competition:829,czech,Extraliga 23/24,3,10,7,54,27,27,24,24,167,-72,239,2.4,0.6,1.7999999999999998,11.2,3.6,3.8,6.8,3.0,0.6,1
sr:competition:306,finland,F-Liiga 23/24,3,11,8,69,15,54,29,29,83,-115,198,2.4,1.2,1.2,7.8,4.6,4.2,7.4,3.0,0.0,1
sr:competition:306,finland,F-Liiga 23/24,7,3,-4,51,69,-18,30,30,19,86,-67,1.8,2.4,-0.5999999999999999,6.6,5.8,6.2,5.2,1.8,2.4,0
sr:competition:306,finland,F-Liiga 23/24,12,9,-3,6,30,-24,30,30,-151,-84,-67,0.0,1.2,-1.2,3.6,8.6,4.6,6.4,0.0,1.2,0
sr:competition:306,finland,F-Liiga 23/24,4,1,-3,57,75,-18,30,30,61,110,-49,1.2,2.4,-1.2,7.0,5.0,7.6,3.0,1.8,3.0,0
sr:competition:306,finland,F-Liiga 23/24,2,5,3,72,54,18,30,30,95,36,59,2.4,1.2,1.2,9.2,4.4,3.4,5.2,3.0,2.4,1
sr:competition:306,finland,F-Liiga 23/24,12,10,-2,6,27,-21,31,30,-154,-60,-94,0.0,1.2,-1.2,3.8,9.0,4.2,5.4,0.0,0.6,0
sr:competition:255,czech,Svenska Superligan 23/24,3,4,1,48,48,0,22,22,58,42,16,2.4,2.4,0.0,8.4,5.0,7.2,3.6,2.4,1.8,0
sr:competition:255,czech,Svenska Superligan 23/24,12,11,-1,21,24,-3,22,22,-70,-37,-33,0.6,1.2,-0.6,3.6,8.6,4.2,6.8,1.2,0.6,1
sr:competition:255,czech,Svenska Superligan 23/24,2,8,6,54,27,27,22,22,57,2,55,3.0,1.2,1.8,10.0,5.4,5.0,4.2,2.4,0.6,1
sr:competition:255,czech,Svenska Superligan 23/24,7,14,7,33,12,21,22,22,13,-98,111,1.2,0.0,1.2,4.6,6.0,3.8,10.2,1.2,0.6,1
sr:competition:829,czech,Extraliga 23/24,14,11,-3,9,24,-15,25,25,-123,-71,-52,0.6,1.8,-1.2000000000000002,4.0,7.4,7.2,6.8,0.6,1.2,0
sr:competition:829,czech,Extraliga 23/24,11,7,-4,27,39,-12,25,25,-84,-12,-72,0.6,0.6,0.0,3.0,7.6,6.2,7.4,1.2,2.4,1
sr:competition:255,czech,Svenska Superligan 23/24,9,13,4,27,18,9,22,22,-4,-38,34,2.4,1.2,1.2,7.4,5.2,5.0,6.2,2.4,0.6,0
sr:competition:829,czech,Extraliga 23/24,9,2,-7,30,57,-27,25,25,-40,179,-219,1.2,2.4,-1.2,6.0,8.2,12.8,3.4,1.8,1.8,0
sr:competition:829,czech,Extraliga 23/24,8,12,4,33,18,15,25,25,-57,-69,12,1.2,0.6,0.6,3.2,8.6,4.4,8.8,1.8,1.2,1
sr:competition:829,czech,Extraliga 23/24,5,2,-3,51,60,-9,25,25,82,112,-30,3.0,1.8,1.2,10.0,4.0,8.2,5.2,3.0,1.8,0
sr:competition:829,czech,Extraliga 23/24,3,13,10,57,15,42,25,25,71,-96,167,2.4,0.6,1.7999999999999998,8.8,6.4,4.8,9.0,2.4,0.0,1
sr:competition:829,czech,Extraliga 23/24,4,6,2,54,51,3,25,25,58,50,8,2.4,1.8,0.5999999999999999,9.4,5.0,7.4,6.0,1.2,1.2,1
sr:competition:306,finland,F-Liiga 23/24,11,9,-2,15,33,-18,30,31,-127,-81,-46,1.2,1.2,0.0,3.8,7.2,4.4,6.0,1.8,1.8,0
sr:competition:306,finland,F-Liiga 23/24,5,7,2,54,51,3,31,31,30,18,12,1.2,1.2,0.0,3.8,6.2,5.8,6.2,1.8,1.2,1
sr:competition:306,finland,F-Liiga 23/24,6,4,-2,51,57,-6,30,31,31,58,-27,1.2,1.2,0.0,5.8,6.4,7.0,4.8,2.4,1.2,1
sr:competition:306,finland,F-Liiga 23/24,10,11,1,30,15,15,31,31,-57,-130,73,1.8,1.2,0.6000000000000001,4.8,4.6,3.6,7.0,0.6,0.0,1
sr:competition:255,czech,Svenska Superligan 23/24,2,6,4,54,36,18,22,22,78,20,58,2.4,1.2,1.2,7.8,3.6,5.4,4.6,3.0,1.2,1
sr:competition:255,czech,Svenska Superligan 23/24,10,7,-3,24,36,-12,22,22,-33,10,-43,1.2,0.6,0.6,4.0,4.8,3.8,6.0,1.8,1.8,0
sr:competition:306,finland,F-Liiga 23/24,9,1,-8,33,78,-45,30,31,-16,113,-129,1.2,2.4,-1.2,5.4,4.2,7.0,3.4,0.6,3.0,0
sr:competition:306,finland,F-Liiga 23/24,3,2,-1,72,75,-3,31,31,87,101,-14,2.4,2.4,0.0,5.6,5.2,9.0,3.4,3.0,2.4,0
sr:competition:306,finland,F-Liiga 23/24,9,6,-3,33,54,-21,31,31,-19,32,-51,1.2,1.8,-0.6000000000000001,5.2,4.2,5.8,6.0,0.6,1.8,0
sr:competition:829,czech,Extraliga 23/24,7,10,3,39,30,9,26,26,-15,-81,66,0.6,1.2,-0.6,5.6,7.2,4.6,8.4,0.6,0.0,1
sr:competition:829,czech,Extraliga 23/24,8,9,1,36,30,6,26,26,-56,-48,-8,1.8,1.2,0.6000000000000001,3.8,7.6,6.0,8.0,2.4,0.6,1
sr:competition:255,czech,Svenska Superligan 23/24,3,6,3,51,36,15,23,23,44,20,24,3.0,1.8,1.2,8.2,3.6,5.6,4.2,2.4,1.2,1
sr:competition:255,czech,Svenska Superligan 23/24,6,9,3,36,27,9,23,23,18,-5,23,0.6,1.8,-1.2000000000000002,4.8,5.0,6.8,5.0,3.0,1.2,1
sr:competition:255,czech,Svenska Superligan 23/24,6,12,6,39,24,15,23,23,11,-68,79,0.6,1.2,-0.6,3.8,6.0,3.2,5.8,0.6,0.6,0
sr:competition:255,czech,Svenska Superligan 23/24,13,11,-2,21,24,-3,23,23,-37,-34,-3,1.8,1.2,0.6000000000000001,4.8,5.6,5.0,5.8,0.6,0.0,1
sr:competition:255,czech,Svenska Superligan 23/24,14,1,-13,12,57,-45,23,23,-105,80,-185,0.0,2.4,-2.4,2.8,8.8,6.8,3.6,0.0,2.4,0
sr:competition:255,czech,Svenska Superligan 23/24,13,2,-11,24,57,-33,23,23,-39,63,-102,0.6,3.0,-2.4,4.2,7.4,8.6,4.8,1.8,2.4,0
sr:competition:829,czech,Extraliga 23/24,10,7,-3,30,42,-12,27,27,-84,-12,-72,1.2,0.6,0.6,3.8,8.0,5.6,6.8,1.8,1.8,1
sr:competition:255,czech,Svenska Superligan 23/24,8,4,-4,27,48,-21,23,23,-4,56,-60,1.2,1.8,-0.6000000000000001,4.4,4.6,6.6,5.4,1.2,2.4,0
sr:competition:829,czech,Extraliga 23/24,10,8,-2,30,39,-9,27,27,-49,-55,6,0.6,1.8,-1.2000000000000002,4.8,7.2,4.0,7.8,1.8,0.6,1
sr:competition:306,finland,F-Liiga 23/24,6,3,-3,57,72,-15,32,32,32,85,-53,1.2,2.4,-1.2,3.6,6.4,6.2,5.0,1.8,2.4,1
sr:competition:255,czech,Svenska Superligan 23/24,10,14,4,27,12,15,24,24,-67,-111,44,1.8,0.0,1.8,3.4,5.2,3.0,8.6,1.2,0.6,1
sr:competition:306,finland,F-Liiga 23/24,1,6,5,81,57,24,32,32,116,33,83,2.4,2.4,0.0,7.8,4.2,5.6,3.4,2.4,1.8,0
sr:competition:306,finland,F-Liiga 23/24,11,12,1,15,6,9,32,32,-133,-157,24,0.6,0.0,0.6,3.6,8.0,3.2,8.6,1.8,0.0,1
sr:competition:306,finland,F-Liiga 23/24,6,9,3,57,33,24,32,32,57,-20,77,1.2,0.6,0.6,7.0,4.8,4.4,4.6,1.2,0.6,1
sr:competition:306,finland,F-Liiga 23/24,10,8,-2,33,36,-3,32,32,-54,-78,24,1.8,1.8,0.0,5.4,4.8,4.4,4.4,1.2,1.8,0
sr:competition:306,finland,F-Liiga 23/24,2,7,5,78,51,27,32,32,103,16,87,2.4,1.2,1.2,7.2,3.4,5.6,6.0,3.0,0.6,1
sr:competition:255,czech,Svenska Superligan 23/24,11,2,-9,24,60,-36,24,24,-33,65,-98,1.8,3.0,-1.2,5.0,5.2,7.8,5.2,1.2,2.4,0
sr:competition:255,czech,Svenska Superligan 23/24,2,6,4,60,39,21,24,24,86,10,76,3.0,0.6,2.4,7.8,3.2,3.8,5.8,3.0,2.4,0
sr:competition:829,czech,Extraliga 23/24,7,10,3,42,33,9,28,28,-13,-83,70,0.6,1.8,-1.2000000000000002,5.4,6.6,4.8,6.8,1.2,0.0,1
sr:competition:829,czech,Extraliga 23/24,11,14,3,27,9,18,26,26,-68,-126,58,1.8,0.6,1.2000000000000002,6.6,6.6,3.8,7.6,1.2,0.0,0
sr:competition:829,czech,Extraliga 23/24,12,13,1,18,15,3,26,26,-70,-113,43,0.6,0.6,0.0,4.6,8.2,3.4,10.0,0.6,0.0,1
sr:competition:829,czech,Extraliga 23/24,8,9,1,39,33,6,28,28,-56,-48,-8,1.8,1.2,0.6000000000000001,4.4,5.8,5.0,6.2,3.0,0.6,0
sr:competition:829,czech,Extraliga 23/24,12,13,1,21,15,6,27,27,-68,-115,47,1.2,0.6,0.6,5.0,7.2,3.2,8.6,1.2,0.0,1
sr:competition:255,czech,Svenska Superligan 23/24,13,6,-7,24,39,-15,24,24,-41,19,-60,0.6,1.2,-0.6,4.4,7.8,5.0,4.8,1.2,0.6,0
sr:competition:255,czech,Svenska Superligan 23/24,10,3,-7,27,54,-27,24,24,-10,50,-60,1.2,3.0,-1.8,4.6,5.8,8.8,3.2,0.6,2.4,0
sr:competition:255,czech,Svenska Superligan 23/24,4,9,5,51,27,24,24,24,62,-6,68,1.8,1.2,0.6000000000000001,7.6,5.6,6.2,5.2,2.4,1.2,1
sr:competition:255,czech,Svenska Superligan 23/24,12,7,-5,24,36,-12,24,24,-38,14,-52,0.6,1.2,-0.6,4.4,6.2,5.2,5.2,1.2,1.2,0
sr:competition:829,czech,Extraliga 23/24,11,14,3,27,12,15,27,27,-69,-125,56,1.2,0.6,0.6,5.6,7.4,3.8,7.6,1.2,0.6,1
sr:competition:829,czech,Extraliga 23/24,3,5,2,60,51,9,26,26,88,77,11,2.4,2.4,0.0,10.0,5.0,8.2,4.6,2.4,3.0,0
sr:competition:829,czech,Extraliga 23/24,2,7,5,60,45,15,26,29,187,-9,196,2.4,1.2,1.2,11.8,4.2,5.6,5.6,3.0,1.2,1
sr:competition:829,czech,Extraliga 23/24,4,6,2,57,51,6,26,26,59,49,10,2.4,1.8,0.5999999999999999,8.8,4.4,7.8,5.0,1.2,0.6,1
sr:competition:829,czech,Extraliga 23/24,2,9,7,63,36,27,26,29,117,-46,163,2.4,1.8,0.5999999999999999,8.0,3.8,5.2,5.8,3.0,1.2,1
sr:competition:306,finland,F-Liiga 23/24,2,8,6,81,39,42,33,33,106,-77,183,3.0,1.8,1.2,8.4,3.6,4.0,4.2,3.0,2.4,1
sr:competition:829,czech,Extraliga 23/24,3,5,2,60,54,6,27,27,86,79,7,2.4,2.4,0.0,9.4,3.6,5.8,3.6,1.8,3.0,1
sr:competition:829,czech,Extraliga 23/24,2,7,5,63,45,18,27,30,196,-18,214,2.4,1.2,1.2,11.8,3.6,4.6,5.8,3.0,0.6,1
sr:competition:829,czech,Extraliga 23/24,4,6,2,60,51,9,27,27,63,45,18,2.4,1.2,1.2,8.8,5.0,7.2,6.2,1.8,0.6,1
sr:competition:829,czech,Extraliga 23/24,2,9,7,66,36,30,27,30,124,-53,177,2.4,1.2,1.2,8.2,4.4,4.4,7.0,3.0,1.2,1
sr:competition:306,finland,F-Liiga 23/24,3,6,3,72,60,12,33,33,82,34,48,1.8,2.4,-0.5999999999999999,5.0,5.4,5.4,4.2,2.4,1.8,1
sr:competition:306,finland,F-Liiga 23/24,2,7,5,81,51,30,33,33,115,13,102,1.8,1.2,0.6000000000000001,6.4,5.2,6.2,5.0,1.8,0.0,1
sr:competition:306,finland,F-Liiga 23/24,4,5,1,60,60,0,33,33,59,35,24,1.2,1.8,-0.6000000000000001,6.0,5.2,4.4,4.8,1.8,1.8,1
sr:competition:829,czech,Extraliga 23/24,6,4,-2,51,63,-12,28,28,43,65,-22,0.6,2.4,-1.7999999999999998,6.0,6.0,6.8,4.6,2.4,3.0,0
sr:competition:255,czech,Svenska Superligan 23/24,3,13,10,57,24,33,25,25,52,-50,102,3.0,0.6,2.4,8.2,4.4,4.2,8.2,3.0,0.6,1
sr:competition:255,czech,Svenska Superligan 23/24,1,4,3,63,54,9,25,25,66,67,-1,3.0,1.8,1.2,7.2,4.8,6.8,5.0,2.4,2.4,0
sr:competition:255,czech,Svenska Superligan 23/24,5,11,6,42,24,18,25,25,28,-34,62,1.8,1.8,0.0,6.2,3.8,5.4,5.2,3.0,1.2,1
sr:competition:255,czech,Svenska Superligan 23/24,9,2,-7,27,60,-33,25,25,-11,85,-96,0.6,2.4,-1.7999999999999998,5.0,6.0,7.0,3.2,1.8,2.4,1
sr:competition:255,czech,Svenska Superligan 23/24,6,10,4,42,27,15,25,25,11,-12,23,1.2,1.2,0.0,3.6,5.2,5.2,6.6,0.6,0.6,1
sr:competition:255,czech,Svenska Superligan 23/24,14,12,-2,12,24,-12,25,25,-112,-43,-69,0.0,0.0,0.0,3.2,8.0,4.2,7.2,0.0,0.0,0
sr:competition:255,czech,Svenska Superligan 23/24,7,9,2,39,30,9,25,25,19,-66,85,1.2,2.4,-1.2,5.8,5.0,4.4,3.8,1.8,0.6,1
sr:competition:829,czech,Extraliga 23/24,13,12,-1,15,24,-9,28,28,-120,-63,-57,0.6,1.8,-1.2000000000000002,3.0,8.0,5.2,4.4,0.6,0.6,1
sr:competition:306,finland,F-Liiga 23/24,7,2,-5,51,84,-33,34,34,12,116,-104,0.6,1.8,-1.2000000000000002,5.8,5.2,6.4,5.4,1.8,3.0,0
sr:competition:306,finland,F-Liiga 23/24,8,2,-6,39,84,-45,34,34,-88,117,-205,1.8,3.0,-1.2,3.8,6.0,10.2,3.4,1.2,2.4,0
sr:competition:829,czech,Extraliga 23/24,14,11,-3,12,30,-18,28,28,-127,-67,-60,0.6,1.2,-0.6,3.8,6.2,4.4,6.8,0.6,1.2,1
sr:competition:829,czech,Extraliga 23/24,9,1,-8,36,69,-33,31,28,-57,128,-185,1.2,3.0,-1.8,3.8,5.6,8.4,2.8,2.4,1.8,0
sr:competition:829,czech,Extraliga 23/24,5,4,-1,54,63,-9,28,28,74,91,-17,1.8,2.4,-0.5999999999999999,4.0,4.8,9.4,2.8,2.4,2.4,0
sr:competition:829,czech,Extraliga 23/24,7,2,-5,45,66,-21,31,28,-19,197,-216,1.2,2.4,-1.2,5.0,5.8,10.6,4.8,1.2,2.4,0
sr:competition:306,finland,F-Liiga 23/24,5,4,-1,60,63,-3,34,34,34,60,-26,1.8,1.8,0.0,3.8,4.0,5.6,4.4,1.8,0.6,1
sr:competition:829,czech,Extraliga 23/24,5,3,-2,54,66,-12,29,29,73,92,-19,1.2,2.4,-1.2,3.8,5.0,8.4,2.6,1.8,2.4,1
sr:competition:829,czech,Extraliga 23/24,7,2,-5,45,69,-24,32,29,-20,198,-218,0.6,3.0,-2.4,4.8,6.4,10.6,4.4,1.2,2.4,0
sr:competition:306,finland,F-Liiga 23/24,6,3,-3,60,75,-15,34,34,30,86,-56,1.8,1.8,0.0,4.4,4.8,5.4,5.2,2.4,1.8,1
sr:competition:829,czech,Extraliga 23/24,14,11,-3,15,30,-15,29,29,-123,-71,-52,1.2,1.2,0.0,5.0,5.4,4.6,5.8,1.2,1.2,0
sr:competition:829,czech,Extraliga 23/24,13,12,-1,18,24,-6,29,29,-119,-64,-55,1.2,1.2,0.0,3.2,7.4,4.6,5.2,1.2,0.6,0
sr:competition:829,czech,Extraliga 23/24,9,2,-7,36,72,-36,32,29,-64,135,-199,1.2,3.0,-1.8,4.6,7.6,9.6,3.0,1.8,1.8,0
sr:competition:829,czech,Extraliga 23/24,6,4,-2,51,66,-15,29,29,40,68,-28,0.0,3.0,-3.0,4.6,7.2,7.6,4.4,1.8,3.0,1
