source,league,season,team_name,player_name,gp,goals,assists,points,shots,pim,plus_minus
fliiga,finland,2024-2025,NOKIAN KRP,Ahola Juuso,31,35,41,76,209,2,40
fliiga,finland,2024-2025,OILERS,Kainulainen Justus,30,43,27,70,353,18,33
fliiga,finland,2024-2025,SPV,Hakanen Riku,33,33,33,66,241,8,25
fliiga,finland,2024-2025,JYMY,Äijälä Eemil,33,34,30,64,343,38,-4
fliiga,finland,2024-2025,CLASSIC,Salokangas Tiitus,28,33,28,61,146,2,45
fliiga,finland,2024-2025,INDIANS,Auvinen Jasper,33,33,26,59,271,6,37
fliiga,finland,2024-2025,OILERS,Iiskola Heikki,23,24,35,59,167,8,36
fliiga,finland,2024-2025,OILERS,Astala Aaro,24,37,21,58,220,4,40
fliiga,finland,2024-2025,NOKIAN KRP,Laakso Mikko,32,38,17,55,189,4,22
fliiga,finland,2024-2025,NOKIAN KRP,Rantala Joona,32,27,28,55,198,2,34
fliiga,finland,2024-2025,CLASSIC,Salin Eemeli,30,30,23,53,165,8,26
fliiga,finland,2024-2025,CLASSIC,Lastikka Ville,33,34,15,49,214,8,33
fliiga,finland,2024-2025,NOKIAN KRP,Kovanen Joonatan,32,27,22,49,179,4,29
fliiga,finland,2024-2025,FBC TURKU,Lindroos Yannick,31,16,33,49,155,10,-36
fliiga,finland,2024-2025,OILERS,Salmi Markus,29,28,20,48,177,10,23
fliiga,finland,2024-2025,NOKIAN KRP,Hyvärinen Luukas,25,22,23,45,111,4,32
fliiga,finland,2024-2025,CLASSIC,Heikkilä Oskari,33,19,26,45,150,12,34
fliiga,finland,2024-2025,SPV,Keskinen Juuso,28,30,14,44,222,12,28
fliiga,finland,2024-2025,TPS,Vesterinen Waltteri,33,18,26,44,210,30,33
fliiga,finland,2024-2025,JYMY,Vaarala Karri,29,26,17,43,248,10,-1
fliiga,finland,2024-2025,SPV,Haukkala Konsta,32,25,18,43,242,12,11
fliiga,finland,2024-2025,ERÄVIIKINGIT,Stransky Simon,28,20,22,42,139,42,-15
fliiga,finland,2024-2025,INDIANS,Junnila Samuli,32,24,17,41,208,2,28
fliiga,finland,2024-2025,NOKIAN KRP,Viitakoski Valtteri,33,20,21,41,119,6,32
fliiga,finland,2024-2025,TPS,Eloluoto Lauri,33,27,13,40,195,8,32
fliiga,finland,2024-2025,FBC TURKU,Jalo Eero,33,26,14,40,132,44,-43
fliiga,finland,2024-2025,INDIANS,Havula Tatu,32,16,24,40,99,2,24
fliiga,finland,2024-2025,INDIANS,Niemelä Jere,33,19,18,37,130,8,20
fliiga,finland,2024-2025,OLS,Vänttilä Kimi,32,24,10,34,111,10,0
fliiga,finland,2024-2025,HAPPEE,Hyrkkönen Kim,31,17,17,34,207,20,4
fliiga,finland,2024-2025,ERÄVIIKINGIT,Möttönen Juuso,32,22,11,33,178,10,-22
fliiga,finland,2024-2025,TPS,Ojala Tuomas,33,18,15,33,196,20,31
fliiga,finland,2024-2025,FBC TURKU,Laaksonen Nikolas,30,18,15,33,133,2,-30
fliiga,finland,2024-2025,ERÄVIIKINGIT,Sillanpää Oliver,33,24,8,32,148,6,-20
fliiga,finland,2024-2025,CLASSIC,Manninen Jami,28,15,17,32,136,2,21
fliiga,finland,2024-2025,JYMY,Äijälä Niklas,33,13,19,32,106,10,-16
fliiga,finland,2024-2025,LASB,Einiö Niko,28,18,13,31,245,4,-48
fliiga,finland,2024-2025,CLASSIC,Helin Aaro,33,18,12,30,130,2,11
fliiga,finland,2024-2025,TPS,Laine Olli-Akseli,33,14,16,30,144,8,31
fliiga,finland,2024-2025,SPV,Koski Sami,33,6,24,30,64,4,18
fliiga,finland,2024-2025,NOKIAN KRP,Jonaeson Nico,32,13,16,29,62,10,21
fliiga,finland,2024-2025,HAPPEE,Minkkinen Matti,32,13,15,28,152,4,-15
