source,league,season,team_name,player_name,gp,goals,assists,points,shots,pim,plus_minus
ceskyflorbal,czech,2024/2025,FBC 4CLEAN Česká Lípa,Ondřej Hurt,26,5,3,8,20,,-17
ceskyflorbal,czech,2024/2025,FBC 4CLEAN Česká Lípa,Maxmilián Škoda,22,4,2,6,12,,-7
ceskyflorbal,czech,2024/2025,FBC 4CLEAN Česká Lípa,Štěpán Slaný,23,1,5,6,22,,-11
ceskyflorbal,czech,2024/2025,FBC 4CLEAN Česká Lípa,Ondřej Kopič,21,3,0,3,12,,-11
ceskyflorbal,czech,2024/2025,FBC 4CLEAN Česká Lípa,Lukáš Mlejnek,24,0,3,3,5,,-16
ceskyflorbal,czech,2024/2025,FBC 4CLEAN Česká Lípa,Jakub Jirsa,24,2,0,2,9,,-13
ceskyflorbal,czech,2024/2025,FBC 4CLEAN Česká Lípa,Jakub Seibert,16,1,1,2,6,,-12
ceskyflorbal,czech,2024/2025,FBC 4CLEAN Česká Lípa,Filip Cobl,6,0,1,1,6,,0
ceskyflorbal,czech,2024/2025,FBC 4CLEAN Česká Lípa,Marek Dzierža,20,0,0,0,8,,-7
ceskyflorbal,czech,2024/2025,FBC 4CLEAN Česká Lípa,Adam Filip Hrdlička,2,0,0,0,0,,-2
ceskyflorbal,czech,2024/2025,FBC 4CLEAN Česká Lípa,Vojtěch Legner,4,0,0,0,0,,0
ceskyflorbal,czech,2024/2025,FBC 4CLEAN Česká Lípa,Radek Matouš,3,0,0,0,0,,0
ceskyflorbal,czech,2024/2025,FBC 4CLEAN Česká Lípa,Viktor Steinz,11,0,0,0,2,,-3
ceskyflorbal,czech,2024/2025,FBC 4CLEAN Česká Lípa,Jan Zátka,3,0,0,0,0,,-2
ceskyflorbal,czech,2024/2025,FBC 4CLEAN Česká Lípa,Filip Šedivý,19,0,0,0,6,,-10
ceskyflorbal,czech,2024/2025,FBC 4CLEAN Česká Lípa,Lukáš Šindelář,5,0,0,0,0,,0
ceskyflorbal,czech,2024/2025,Kanonýři Kladno,Matyáš Bachmaier,26,12,20,32,74,,-8
ceskyflorbal,czech,2024/2025,Kanonýři Kladno,Ondřej Papoušek,26,17,9,26,70,,-9
ceskyflorbal,czech,2024/2025,Kanonýři Kladno,Tadeáš Chroust,26,12,14,26,53,,-13
ceskyflorbal,czech,2024/2025,Kanonýři Kladno,Matěj Stůj,26,10,10,20,46,,-18
ceskyflorbal,czech,2024/2025,Kanonýři Kladno,Jakub Bohuslávek,26,9,7,16,70,,-20
ceskyflorbal,czech,2024/2025,Kanonýři Kladno,Vojtěch Novák,24,9,4,13,36,,-27
ceskyflorbal,czech,2024/2025,Kanonýři Kladno,Jakub Kopecký,9,6,6,12,28,,-8
ceskyflorbal,czech,2024/2025,Kanonýři Kladno,Tomáš Chroust,20,9,2,11,25,,-13
ceskyflorbal,czech,2024/2025,Kanonýři Kladno,Matěj Netrefa,26,9,2,11,38,,-19
ceskyflorbal,czech,2024/2025,Kanonýři Kladno,Ferdinand Tomášek,25,4,6,10,21,,-22
ceskyflorbal,czech,2024/2025,Kanonýři Kladno,Kristián Kozák,26,5,4,9,22,,-25
ceskyflorbal,czech,2024/2025,Kanonýři Kladno,Daniel Fišer,25,3,4,7,33,,-28
ceskyflorbal,czech,2024/2025,Kanonýři Kladno,Dominik Janda,16,4,1,5,32,,-3
ceskyflorbal,czech,2024/2025,Kanonýři Kladno,Ľuboš Šefčík,23,2,2,4,9,,-9
ceskyflorbal,czech,2024/2025,Kanonýři Kladno,Kryštof Krbec,9,2,1,3,16,,-8
ceskyflorbal,czech,2024/2025,Kanonýři Kladno,Matěj Čika,21,1,2,3,11,,-9
ceskyflorbal,czech,2024/2025,Kanonýři Kladno,Jakub Dufek,19,0,1,1,6,,-9
ceskyflorbal,czech,2024/2025,Kanonýři Kladno,Jan Klimeš,5,0,1,1,4,,1
ceskyflorbal,czech,2024/2025,Kanonýři Kladno,Adam Kuchynka,20,0,1,1,7,,-4
ceskyflorbal,czech,2024/2025,Kanonýři Kladno,Martin Fojtík,6,0,0,0,4,,-2
ceskyflorbal,czech,2024/2025,Kanonýři Kladno,Karel Frýba,9,0,0,0,1,,0
ceskyflorbal,czech,2024/2025,Kanonýři Kladno,Jakub Kabourek,6,0,0,0,1,,-1
ceskyflorbal,czech,2024/2025,Kanonýři Kladno,Vojtěch Pfaur,14,0,0,0,2,,-9
ceskyflorbal,czech,2024/2025,Kanonýři Kladno,Martin Čermák,4,0,0,0,0,,-2
ceskyflorbal,czech,2024/2025,Kanonýři Kladno,Hynek Špaček,2,0,0,0,0,,0
ceskyflorbal,czech,2024/2025,Florbal Vary,Michal Klápa,26,20,17,37,79,,-19
ceskyflorbal,czech,2024/2025,Florbal Vary,Michal Strachota,24,15,10,25,52,,-16
ceskyflorbal,czech,2024/2025,Florbal Vary,Daniel Péc,20,10,11,21,42,,-13
ceskyflorbal,czech,2024/2025,Florbal Vary,Tomáš Navrátil,25,16,4,20,55,,-30
ceskyflorbal,czech,2024/2025,Florbal Vary,Petr Brautferger,25,14,6,20,71,,-20
ceskyflorbal,czech,2024/2025,Florbal Vary,Adam Zahraj,26,9,5,14,48,,-16
ceskyflorbal,czech,2024/2025,Florbal Vary,Matěj Švarc,24,6,8,14,32,,-21
ceskyflorbal,czech,2024/2025,Florbal Vary,Marek Hozman,22,6,6,12,57,,-9
ceskyflorbal,czech,2024/2025,Florbal Vary,Matěj Korbel,26,5,4,9,32,,-25
ceskyflorbal,czech,2024/2025,Florbal Vary,Jan Waldhauser,11,2,6,8,17,,-3
ceskyflorbal,czech,2024/2025,Florbal Vary,Vít Hrbáček,26,3,4,7,28,,-20
ceskyflorbal,czech,2024/2025,Florbal Vary,Jan Pícha,24,3,4,7,14,,-15
ceskyflorbal,czech,2024/2025,Florbal Vary,Filip Eliáš,9,2,3,5,10,,-10
ceskyflorbal,czech,2024/2025,Florbal Vary,Jakub Hejzlar,26,2,3,5,13,,-10
ceskyflorbal,czech,2024/2025,Florbal Vary,Jiří Lebeda,13,2,3,5,16,,-7
ceskyflorbal,czech,2024/2025,Florbal Vary,Tomáš Rosa,25,2,2,4,8,,-20
ceskyflorbal,czech,2024/2025,Florbal Vary,Matěj Svatek,25,2,2,4,21,,-17
ceskyflorbal,czech,2024/2025,Florbal Vary,Miloš Tyl,4,1,1,2,7,,-5
ceskyflorbal,czech,2024/2025,Florbal Vary,Jiří Šťovíček,26,1,0,1,11,,-22
ceskyflorbal,czech,2024/2025,Florbal Vary,Jan Hruška,2,0,1,1,0,,1
ceskyflorbal,czech,2024/2025,Florbal Vary,Jakub Klápa,1,0,0,0,1,,-1
ceskyflorbal,czech,2024/2025,Florbal Vary,Jakub Lisa,7,0,0,0,1,,-4
ceskyflorbal,czech,2024/2025,Florbal Vary,Tomáš Smolka,9,0,0,0,1,,-4
ceskyflorbal,czech,2024/2025,Florbal Vary,Rudolf Voják,4,0,0,0,1,,-2
ceskyflorbal,czech,2024/2025,Florbal Vary,Radim Šlechta,9,0,0,0,1,,-3
ceskyflorbal,czech,2024/2025,Florbal Vary,Šimon Šmajda,8,0,0,0,0,,-1
ceskyflorbal,czech,2024/2025,FBC Liberec,Vojtěch Wiener,26,34,48,82,136,,27
ceskyflorbal,czech,2024/2025,FBC Liberec,Jakub Faksa,26,39,24,63,123,,24
ceskyflorbal,czech,2024/2025,FBC Liberec,Marek Korych,26,23,24,47,100,,14
ceskyflorbal,czech,2024/2025,FBC Liberec,Martin Horn,26,23,10,33,59,,-1
ceskyflorbal,czech,2024/2025,FBC Liberec,Jakub Mádlo,19,26,5,31,83,,11
ceskyflorbal,czech,2024/2025,FBC Liberec,Vladimír Trčka,26,11,12,23,44,,4
ceskyflorbal,czech,2024/2025,FBC Liberec,Vojtěch Janeček,24,5,12,17,22,,-6
ceskyflorbal,czech,2024/2025,FBC Liberec,Filip Kučera,24,7,2,9,34,,-8
ceskyflorbal,czech,2024/2025,FBC Liberec,Michal Fišera,25,3,6,9,9,,4
ceskyflorbal,czech,2024/2025,FBC Liberec,Jakub Kárník,22,2,7,9,12,,11
ceskyflorbal,czech,2024/2025,FBC Liberec,Daniel Vik,21,4,3,7,19,,2
ceskyflorbal,czech,2024/2025,FBC Liberec,Adam Stýblo,18,4,2,6,11,,-6
ceskyflorbal,czech,2024/2025,FBC Liberec,Šimon Ruber,16,2,1,3,10,,11
ceskyflorbal,czech,2024/2025,FBC Liberec,Radek Valeš,15,0,3,3,13,,6
ceskyflorbal,czech,2024/2025,FBC Liberec,Matěj Stránský,19,1,1,2,10,,-2
ceskyflorbal,czech,2024/2025,FBC Liberec,Petr Faltus,14,0,2,2,2,,5
ceskyflorbal,czech,2024/2025,FBC Liberec,Petr Zeman,5,0,2,2,3,,0
ceskyflorbal,czech,2024/2025,FBC Liberec,Jakub Kopecký,11,1,0,1,3,,1
ceskyflorbal,czech,2024/2025,FBC Liberec,Lukáš Macháč,10,1,0,1,2,,-6
ceskyflorbal,czech,2024/2025,FBC Liberec,Bartoloměj Smolka,19,1,0,1,11,,-7
ceskyflorbal,czech,2024/2025,FBC Liberec,Tomáš Čermák,7,0,1,1,2,,-1
ceskyflorbal,czech,2024/2025,FBC Liberec,Jan Šoltys,1,0,1,1,0,,2
ceskyflorbal,czech,2024/2025,FBC Liberec,Lukáš Dolejš,7,0,0,0,3,,3
ceskyflorbal,czech,2024/2025,FBC Liberec,Jakub Dušek,2,0,0,0,0,,0
ceskyflorbal,czech,2024/2025,FBC Liberec,Bohuslav Ferdan,1,0,0,0,0,,1
ceskyflorbal,czech,2024/2025,FBC Liberec,Petr Kukla,1,0,0,0,0,,0
ceskyflorbal,czech,2024/2025,FBC Liberec,Ondřej Čumpelík,6,0,0,0,1,,0
ceskyflorbal,czech,2024/2025,FBC ČPP Bystroň Group Ostrava,Marek Matejčík,24,7,26,33,47,,-9
ceskyflorbal,czech,2024/2025,FBC ČPP Bystroň Group Ostrava,Daniel Chatrný,24,23,9,32,100,,-6
ceskyflorbal,czech,2024/2025,FBC ČPP Bystroň Group Ostrava,Lukáš Pobořil,26,15,8,23,57,,-24
ceskyflorbal,czech,2024/2025,FBC ČPP Bystroň Group Ostrava,Tuomas Markkula,26,11,8,19,50,,-20
ceskyflorbal,czech,2024/2025,FBC ČPP Bystroň Group Ostrava,Jan Vojáček,26,10,7,17,40,,-21
ceskyflorbal,czech,2024/2025,FBC ČPP Bystroň Group Ostrava,Joonas Viitanen,25,6,8,14,32,,-15
ceskyflorbal,czech,2024/2025,FBC ČPP Bystroň Group Ostrava,Lukáš Kučera,26,7,5,12,35,,3
ceskyflorbal,czech,2024/2025,FBC ČPP Bystroň Group Ostrava,Marcel Jakubec,26,4,6,10,27,,-12
ceskyflorbal,czech,2024/2025,FBC ČPP Bystroň Group Ostrava,Elmeri Haveri,10,7,2,9,52,,-6
ceskyflorbal,czech,2024/2025,FBC ČPP Bystroň Group Ostrava,Lukáš Herblich,14,5,1,6,19,,-2
ceskyflorbal,czech,2024/2025,FBC ČPP Bystroň Group Ostrava,Martin Kovář,23,2,4,6,13,,0
ceskyflorbal,czech,2024/2025,FBC ČPP Bystroň Group Ostrava,Martin Šulc,22,1,5,6,24,,-26
ceskyflorbal,czech,2024/2025,FBC ČPP Bystroň Group Ostrava,Vojtěch Murín,26,5,0,5,23,,-19
ceskyflorbal,czech,2024/2025,FBC ČPP Bystroň Group Ostrava,Dominik Vinárek,25,5,0,5,8,,-16
ceskyflorbal,czech,2024/2025,FBC ČPP Bystroň Group Ostrava,Filip Šubert,26,4,1,5,29,,-9
ceskyflorbal,czech,2024/2025,FBC ČPP Bystroň Group Ostrava,Patrik Němec,23,2,2,4,8,,-17
ceskyflorbal,czech,2024/2025,FBC ČPP Bystroň Group Ostrava,Adam Mikoláš,10,1,3,4,14,,-5
ceskyflorbal,czech,2024/2025,FBC ČPP Bystroň Group Ostrava,Kryštof Fusek,23,0,3,3,5,,-12
ceskyflorbal,czech,2024/2025,FBC ČPP Bystroň Group Ostrava,Dominik Eichner,5,2,0,2,7,,-2
ceskyflorbal,czech,2024/2025,FBC ČPP Bystroň Group Ostrava,Richard Pum,18,1,1,2,6,,-18
ceskyflorbal,czech,2024/2025,FBC ČPP Bystroň Group Ostrava,Matěj Vrátný,10,1,0,1,4,,-5
ceskyflorbal,czech,2024/2025,FBC ČPP Bystroň Group Ostrava,Martin Tomek,8,0,1,1,0,,-4
ceskyflorbal,czech,2024/2025,FBC ČPP Bystroň Group Ostrava,Marek Zabral,3,0,1,1,1,,0
ceskyflorbal,czech,2024/2025,FBC ČPP Bystroň Group Ostrava,Robin Večeřa,2,0,0,0,0,,0
ceskyflorbal,czech,2024/2025,FBC ČPP Bystroň Group Ostrava,Daniel Válek,1,0,0,0,0,,0
ceskyflorbal,czech,2024/2025,ESA logistika Tatran Střešovice,Petr Majer,26,42,15,57,120,,28
ceskyflorbal,czech,2024/2025,ESA logistika Tatran Střešovice,Tomáš Hanák,26,28,24,52,89,,36
ceskyflorbal,czech,2024/2025,ESA logistika Tatran Střešovice,Matěj Havlas,22,27,20,47,87,,36
ceskyflorbal,czech,2024/2025,ESA logistika Tatran Střešovice,Marek Beneš,17,9,17,26,48,,23
ceskyflorbal,czech,2024/2025,ESA logistika Tatran Střešovice,Jonáš Kreysa,23,16,8,24,79,,10
ceskyflorbal,czech,2024/2025,ESA logistika Tatran Střešovice,Milan Meliš,19,10,14,24,33,,24
ceskyflorbal,czech,2024/2025,ESA logistika Tatran Střešovice,Jakub Boček,17,9,9,18,48,,15
ceskyflorbal,czech,2024/2025,ESA logistika Tatran Střešovice,Adam Tlapák,25,6,11,17,21,,22
ceskyflorbal,czech,2024/2025,ESA logistika Tatran Střešovice,Ondřej Sádlo,24,9,4,13,24,,20
ceskyflorbal,czech,2024/2025,ESA logistika Tatran Střešovice,Vojtěch Kún,15,7,5,12,11,,1
ceskyflorbal,czech,2024/2025,ESA logistika Tatran Střešovice,Patrik Šebek,20,6,6,12,26,,10
ceskyflorbal,czech,2024/2025,ESA logistika Tatran Střešovice,Matěj Čelakovský,24,5,7,12,44,,12
ceskyflorbal,czech,2024/2025,ESA logistika Tatran Střešovice,Adam Kučera,22,1,11,12,22,,36
ceskyflorbal,czech,2024/2025,ESA logistika Tatran Střešovice,Jakub Kolísko,10,3,6,9,14,,-2
ceskyflorbal,czech,2024/2025,ESA logistika Tatran Střešovice,Martin Kisugite,11,3,5,8,12,,10
ceskyflorbal,czech,2024/2025,ESA logistika Tatran Střešovice,Šimon Vavroušek,24,3,5,8,21,,21
ceskyflorbal,czech,2024/2025,ESA logistika Tatran Střešovice,Matyáš Kalina,25,2,6,8,13,,26
ceskyflorbal,czech,2024/2025,ESA logistika Tatran Střešovice,Radek Hanák,25,3,4,7,26,,10
ceskyflorbal,czech,2024/2025,ESA logistika Tatran Střešovice,Filip Eliáš,16,4,2,6,12,,4
ceskyflorbal,czech,2024/2025,ESA logistika Tatran Střešovice,Adam Bureš,14,4,1,5,19,,5
ceskyflorbal,czech,2024/2025,ESA logistika Tatran Střešovice,Pavel Sládeček,26,3,2,5,18,,7
ceskyflorbal,czech,2024/2025,ESA logistika Tatran Střešovice,Michal Antonín Malhocký,7,2,0,2,2,,14
ceskyflorbal,czech,2024/2025,ESA logistika Tatran Střešovice,Matyáš Kouba,4,0,1,1,1,,3
ceskyflorbal,czech,2024/2025,ESA logistika Tatran Střešovice,Adam Karel,3,0,0,0,3,,-1
ceskyflorbal,czech,2024/2025,ESA logistika Tatran Střešovice,Kryštof Klement,3,0,0,0,4,,1
ceskyflorbal,czech,2024/2025,ESA logistika Tatran Střešovice,Vojtěch Kucharčík,2,0,0,0,0,,0
ceskyflorbal,czech,2024/2025,ESA logistika Tatran Střešovice,Matěj Kučera,1,0,0,0,0,,0
ceskyflorbal,czech,2024/2025,Bulldogs Brno,Michal Valachovič,25,16,8,24,54,,-40
ceskyflorbal,czech,2024/2025,Bulldogs Brno,Martin Svatoň,26,10,9,19,52,,-40
ceskyflorbal,czech,2024/2025,Bulldogs Brno,Petr Koláčný,24,10,5,15,47,,-33
ceskyflorbal,czech,2024/2025,Bulldogs Brno,Petr Vaverčák,22,8,7,15,32,,-43
ceskyflorbal,czech,2024/2025,Bulldogs Brno,Adam Vágner,26,8,6,14,47,,-40
ceskyflorbal,czech,2024/2025,Bulldogs Brno,Jakub Matula,12,7,6,13,25,,-19
ceskyflorbal,czech,2024/2025,Bulldogs Brno,Adam Zukal,26,6,4,10,29,,-53
ceskyflorbal,czech,2024/2025,Bulldogs Brno,Lukáš Kučera,9,5,4,9,24,,-9
ceskyflorbal,czech,2024/2025,Bulldogs Brno,Lukáš Holásek,12,3,4,7,23,,-5
ceskyflorbal,czech,2024/2025,Bulldogs Brno,Jakub Vitek,16,2,5,7,15,,-18
ceskyflorbal,czech,2024/2025,Bulldogs Brno,Jaakko Viljami Hautamäki,8,1,5,6,3,,-6
ceskyflorbal,czech,2024/2025,Bulldogs Brno,David Zemánek,25,2,3,5,15,,-23
ceskyflorbal,czech,2024/2025,Bulldogs Brno,Filip Mazáč,25,3,1,4,14,,-38
ceskyflorbal,czech,2024/2025,Bulldogs Brno,Jan Skalník,11,3,1,4,5,,-11
ceskyflorbal,czech,2024/2025,Bulldogs Brno,Petr Křinka,9,2,2,4,6,,-11
ceskyflorbal,czech,2024/2025,Bulldogs Brno,Petr Marghold,12,2,2,4,16,,-7
ceskyflorbal,czech,2024/2025,Bulldogs Brno,Lukáš Prix,7,1,3,4,10,,-8
ceskyflorbal,czech,2024/2025,Bulldogs Brno,Jakub Marek,20,1,2,3,16,,-26
ceskyflorbal,czech,2024/2025,Bulldogs Brno,Vojtěch Kaluža,9,0,3,3,4,,-12
ceskyflorbal,czech,2024/2025,Bulldogs Brno,Matyáš Bohuslav Vidaillac,22,2,0,2,22,,-19
ceskyflorbal,czech,2024/2025,Bulldogs Brno,Michal Malec,3,1,1,2,6,,-1
ceskyflorbal,czech,2024/2025,Bulldogs Brno,Lukáš Mráz,2,1,1,2,1,,-2
ceskyflorbal,czech,2024/2025,Bulldogs Brno,Dominik Novák,10,1,1,2,3,,-10
ceskyflorbal,czech,2024/2025,Bulldogs Brno,Teppo Salo,9,1,0,1,4,,-8
ceskyflorbal,czech,2024/2025,Bulldogs Brno,Filip Sedmera,14,1,0,1,15,,-19
ceskyflorbal,czech,2024/2025,Bulldogs Brno,Lukáš Gregr,6,0,1,1,6,,-12
ceskyflorbal,czech,2024/2025,Bulldogs Brno,Nuutti Hurme,8,0,1,1,2,,-1
ceskyflorbal,czech,2024/2025,Bulldogs Brno,Richard Kalousek,4,0,1,1,4,,-6
ceskyflorbal,czech,2024/2025,Bulldogs Brno,Miroslav Kladivo,11,0,1,1,5,,-16
ceskyflorbal,czech,2024/2025,Bulldogs Brno,Jan Baláč,1,0,0,0,0,,0
ceskyflorbal,czech,2024/2025,Bulldogs Brno,Tadeáš Jelínek,5,0,0,0,2,,-6
ceskyflorbal,czech,2024/2025,Bulldogs Brno,Jakub Navara,1,0,0,0,0,,0
ceskyflorbal,czech,2024/2025,Bulldogs Brno,Marek Pařenica,7,0,0,0,3,,-9
ceskyflorbal,czech,2024/2025,Bulldogs Brno,Michal Pešák,10,0,0,0,6,,-14
ceskyflorbal,czech,2024/2025,Bulldogs Brno,Jakub Tesárek,5,0,0,0,0,,0
ceskyflorbal,czech,2024/2025,Bulldogs Brno,Michal Veselovský,10,0,0,0,4,,-10
ceskyflorbal,czech,2024/2025,TJ Sokol Královské Vinohrady,Daniel Gärtner,25,19,8,27,78,,3
ceskyflorbal,czech,2024/2025,TJ Sokol Královské Vinohrady,Milan Bína,26,15,6,21,58,,-13
ceskyflorbal,czech,2024/2025,TJ Sokol Královské Vinohrady,Tomáš Gärtner,24,10,8,18,54,,-3
ceskyflorbal,czech,2024/2025,TJ Sokol Královské Vinohrady,Zbyněk Stuchlík,24,3,15,18,18,,-7
ceskyflorbal,czech,2024/2025,TJ Sokol Královské Vinohrady,Ivan Pergler,21,10,4,14,58,,-18
ceskyflorbal,czech,2024/2025,TJ Sokol Královské Vinohrady,Pavel Hájek,23,4,10,14,13,,-13
