source,league,season,team_name,player_name,gp,goals,assists,points,shots,pim,plus_minus
ssl,sweden,2023/2024,Växjö Vipers,André Andersson,18,13,9,22,,0,
ssl,sweden,2023/2024,Linköping IBK,Lukas Eldholm,26,13,9,22,,0,
ssl,sweden,2023/2024,Nykvarns IBF,Lucas Rigogiannis,25,13,9,22,,10,
ssl,sweden,2023/2024,Nykvarns IBF,Hampus Ahren,20,11,11,22,,0,
ssl,sweden,2023/2024,Hagunda IF,Isak Bengtsson,26,6,16,22,,0,
ssl,sweden,2023/2024,Nykvarns IBF,Markus Jonsson,26,6,16,22,,2,
ssl,sweden,2023/2024,Jönköpings IK,Simon Hult,23,10,11,21,,4,
ssl,sweden,2023/2024,Team Thorengruppen SK,Matteus Gavatin,26,13,7,20,,0,
ssl,sweden,2023/2024,Storvreta IBK,Carl Kostov Bredberg,26,12,8,20,,0,
ssl,sweden,2023/2024,Linköping IBK,Martin Karlsson,26,11,9,20,,0,
ssl,sweden,2023/2024,Mullsjö AIS,Tim Lindberg,23,15,4,19,,2,
ssl,sweden,2023/2024,FBC Kalmarsund,Anton Willsund,25,12,7,19,,2,
ssl,sweden,2023/2024,Mullsjö AIS,Simon Möller,25,10,9,19,,2,
ssl,sweden,2023/2024,Team Thorengruppen SK,Albin Carlsten,26,9,10,19,,0,
ssl,sweden,2023/2024,Linköping IBK,Kim Varga,26,8,11,19,,0,
ssl,sweden,2023/2024,AIK IBF,Sam Madani,11,8,11,19,,6,
ssl,sweden,2023/2024,Växjö Vipers,Tommy Bolin,26,15,3,18,,2,
ssl,sweden,2023/2024,FC Helsingborg,Simon Svensson,24,15,3,18,,12,
ssl,sweden,2023/2024,Jönköpings IK,Emil Jacobsson,26,11,7,18,,4,
ssl,sweden,2023/2024,Team Thorengruppen SK,Tobias Bergfors,20,9,9,18,,0,
ssl,sweden,2023/2024,Växjö Vipers,Alexander Hallén,24,9,9,18,,2,
ssl,sweden,2023/2024,Växjö Vipers,Felix Göthberg,26,12,5,17,,2,
ssl,sweden,2023/2024,Jönköpings IK,Alexander Lind,26,8,9,17,,6,
ssl,sweden,2023/2024,IBF Falun,Rasmus Enström,21,8,9,17,,22,
ssl,sweden,2023/2024,Team Thorengruppen SK,Jim Johansson,16,7,10,17,,0,
ssl,sweden,2023/2024,Linköping IBK,Erik Oweling,25,7,10,17,,0,
ssl,sweden,2023/2024,FBC Kalmarsund,Albin Hedstål,26,5,12,17,,8,
ssl,sweden,2023/2024,Storvreta IBK,Ondrej Nemecek,18,4,13,17,,4,
ssl,sweden,2023/2024,Pixbo IBK,Marcus Peil,21,12,4,16,,2,
ssl,sweden,2023/2024,Mullsjö AIS,Hampus Morelius,26,10,6,16,,8,
ssl,sweden,2023/2024,AIK IBF,Simon Jirebeck,24,8,8,16,,0,
ssl,sweden,2023/2024,IBF Falun,Emil Nilsen,26,8,8,16,,10,
ssl,sweden,2023/2024,Pixbo IBK,Anton Fylke,26,8,8,16,,16,
ssl,sweden,2023/2024,Linköping IBK,Filip Samuelsson,25,5,11,16,,6,
ssl,sweden,2023/2024,AIK IBF,Oskar Hagberg,19,9,6,15,,8,
ssl,sweden,2023/2024,AIK IBF,Jesper Andersson,25,8,7,15,,2,
ssl,sweden,2023/2024,Hagunda IF,Alexander Janols,26,6,9,15,,8,
ssl,sweden,2023/2024,FBC Kalmarsund,Tim Nyander,22,5,10,15,,2,
ssl,sweden,2023/2024,Nykvarns IBF,Kevin Rigogiannis,21,13,1,14,,2,
ssl,sweden,2023/2024,Hagunda IF,Carl Wadsten,24,11,3,14,,2,
ssl,sweden,2023/2024,FBC Kalmarsund,Filip Stjernberg,23,10,4,14,,2,
ssl,sweden,2023/2024,Karlstad IBF,Oliver Sandberg,26,9,5,14,,2,
ssl,sweden,2023/2024,Nykvarns IBF,Jesper Lindström,15,8,6,14,,2,
ssl,sweden,2023/2024,Mullsjö AIS,Casper Karlsson,22,7,7,14,,8,
ssl,sweden,2023/2024,IBF Falun,Ahmad Aldeeb,24,6,8,14,,4,
ssl,sweden,2023/2024,Jönköpings IK,Joel Nyström,26,5,9,14,,4,
ssl,sweden,2023/2024,Nykvarns IBF,Sebastian Thorberg,26,11,2,13,,2,
ssl,sweden,2023/2024,Pixbo IBK,Filip Wramdemark,26,6,7,13,,4,
ssl,sweden,2023/2024,FBC Kalmarsund,Tobias Lindström,19,4,9,13,,6,
ssl,sweden,2023/2024,AIK IBF,Markus Eriksson,26,9,3,12,,0,
ssl,sweden,2023/2024,FBC Kalmarsund,Kevin Björkström,19,9,3,12,,6,
ssl,sweden,2023/2024,FBC Kalmarsund,William Forsman Eklund,26,8,4,12,,2,
ssl,sweden,2023/2024,AIK IBF,Kim Guilotte,23,6,6,12,,36,
ssl,sweden,2023/2024,Växjö Vipers,Ludvig Öberg,26,5,7,12,,4,
ssl,sweden,2023/2024,IBF Falun,Johan Samuelsson,19,4,8,12,,12,
ssl,sweden,2023/2024,Växjö Vipers,Philip Fox,20,8,3,11,,2,
ssl,sweden,2023/2024,Karlstad IBF,Emil Fredriksson,25,8,3,11,,4,
ssl,sweden,2023/2024,Mullsjö AIS,Joachim Trandum Terjesen,24,7,4,11,,10,
ssl,sweden,2023/2024,Pixbo IBK,William Lindh,25,7,4,11,,26,
ssl,sweden,2023/2024,IBF Falun,Linus Holmgren,18,6,5,11,,0,
ssl,sweden,2023/2024,Storvreta IBK,Rasmus Andersson,24,6,5,11,,0,
ssl,sweden,2023/2024,Jönköpings IK,Dennis Svensson,25,6,5,11,,2,
ssl,sweden,2023/2024,Växjö Vipers,Victor Hansson,23,6,5,11,,8,
ssl,sweden,2023/2024,Karlstad IBF,Isac Hauge,26,6,5,11,,8,
ssl,sweden,2023/2024,Hagunda IF,Alexander Spinord,20,4,7,11,,8,
ssl,sweden,2023/2024,IBF Falun,Emil Kalentun,25,4,7,11,,12,
ssl,sweden,2023/2024,AIK IBF,Adam Forslöv,21,2,9,11,,0,
ssl,sweden,2023/2024,Mullsjö AIS,Anton Hedin,25,2,9,11,,6,
ssl,sweden,2023/2024,Pixbo IBK,Fabian Lindbäck,25,8,2,10,,0,
ssl,sweden,2023/2024,FBC Kalmarsund,Kim Nilsson,13,7,3,10,,0,
ssl,sweden,2023/2024,FC Helsingborg,Nicklas Lidholm,24,7,3,10,,10,
ssl,sweden,2023/2024,Linköping IBK,Olle Abrahamsson,26,6,4,10,,0,
ssl,sweden,2023/2024,FC Helsingborg,Niclas Brohlin-Ljung,21,6,4,10,,6,
ssl,sweden,2023/2024,Växjö Vipers,Anton Kidell,23,5,5,10,,0,
ssl,sweden,2023/2024,Hagunda IF,Emil Eriksson,17,5,5,10,,2,
ssl,sweden,2023/2024,Team Thorengruppen SK,Mattias Ljunggren,25,5,5,10,,4,
ssl,sweden,2023/2024,Mullsjö AIS,Simon Karlsson,25,5,5,10,,14,
ssl,sweden,2023/2024,Karlstad IBF,Jesper Karlsson,23,5,5,10,,14,
ssl,sweden,2023/2024,Team Thorengruppen SK,Hugo Bertilsson,22,4,6,10,,0,
ssl,sweden,2023/2024,IBF Falun,Emil Lundmark,24,4,6,10,,0,
ssl,sweden,2023/2024,Nykvarns IBF,Niklas Ohlström,24,4,6,10,,8,
ssl,sweden,2023/2024,Mullsjö AIS,Oskar Liberg,25,4,6,10,,8,
ssl,sweden,2023/2024,FC Helsingborg,Linus Nordgren,5,3,7,10,,0,
ssl,sweden,2023/2024,Team Thorengruppen SK,Daniel Sonidsson,20,3,7,10,,4,
ssl,sweden,2023/2024,IBF Falun,Simon Berg,21,3,7,10,,4,
ssl,sweden,2023/2024,Pixbo IBK,Patrik Gustavsson,22,3,7,10,,10,
ssl,sweden,2023/2024,Storvreta IBK,Viktor Nystedt,25,2,8,10,,6,
ssl,sweden,2023/2024,Nykvarns IBF,Valdemar Ahlroth,10,6,3,9,,0,
ssl,sweden,2023/2024,Team Thorengruppen SK,Adam Vallin,26,6,3,9,,8,
ssl,sweden,2023/2024,Storvreta IBK,Filip Björk,26,5,4,9,,0,
ssl,sweden,2023/2024,IBF Falun,Casper Backby,22,5,4,9,,2,
ssl,sweden,2023/2024,FC Helsingborg,Fabian Hansson,25,5,4,9,,6,
ssl,sweden,2023/2024,Linköping IBK,Josef Rypar,25,5,4,9,,16,
ssl,sweden,2023/2024,Växjö Vipers,Oscar Johansson,24,4,5,9,,2,
ssl,sweden,2023/2024,Jönköpings IK,Martin Glimberg,26,2,7,9,,6,
ssl,sweden,2023/2024,Pixbo IBK,Gustav Lindberg,23,1,8,9,,2,
ssl,sweden,2023/2024,Nykvarns IBF,Liam Arvidsson,26,7,1,8,,22,
ssl,sweden,2023/2024,Nykvarns IBF,Filip Ceder,24,6,2,8,,4,
ssl,sweden,2023/2024,Hagunda IF,Johannes Rönnmark,25,5,3,8,,2,
ssl,sweden,2023/2024,Hagunda IF,Filip Stenlund,24,5,3,8,,4,
ssl,sweden,2023/2024,Nykvarns IBF,Simon Westgärds,23,3,5,8,,0,
ssl,sweden,2023/2024,IBF Falun,Lukas Rosenklint,11,6,1,7,,0,
ssl,sweden,2023/2024,FC Helsingborg,Zacharias Melin,22,6,1,7,,4,
ssl,sweden,2023/2024,FC Helsingborg,Hannes Andersson,10,4,3,7,,0,
ssl,sweden,2023/2024,Team Thorengruppen SK,Sebastian Theorin,22,4,3,7,,2,
ssl,sweden,2023/2024,Hagunda IF,Axel Backström Lorentzi,24,4,3,7,,8,
ssl,sweden,2023/2024,FBC Kalmarsund,Christopher Dahl,12,3,4,7,,0,
ssl,sweden,2023/2024,Linköping IBK,Jesper Alm,20,3,4,7,,4,
ssl,sweden,2023/2024,Nykvarns IBF,Karljohan Ahlroth,23,3,4,7,,6,
ssl,sweden,2023/2024,Team Thorengruppen SK,Hampus Öhgren,24,3,4,7,,10,
ssl,sweden,2023/2024,Team Thorengruppen SK,Filip Norman,26,2,5,7,,0,
ssl,sweden,2023/2024,Karlstad IBF,Robin Lennartsson,25,0,7,7,,2,
ssl,sweden,2023/2024,Växjö Vipers,Niklas Ramirez,23,0,7,7,,4,
ssl,sweden,2023/2024,FBC Kalmarsund,Filip Nilsson,22,4,2,6,,0,
ssl,sweden,2023/2024,FC Helsingborg,Amadeus Carlström,19,4,2,6,,0,
ssl,sweden,2023/2024,Jönköpings IK,Filip Åkerblom,10,4,2,6,,2,
ssl,sweden,2023/2024,IBF Falun,Patrik Burman,26,4,2,6,,4,
ssl,sweden,2023/2024,Karlstad IBF,Axel Sandberg,26,3,3,6,,2,
ssl,sweden,2023/2024,Jönköpings IK,Albin Jakobsson,26,3,3,6,,2,
ssl,sweden,2023/2024,Jönköpings IK,Fredrik Bäckman,18,3,3,6,,2,
ssl,sweden,2023/2024,Pixbo IBK,Linus Nestorsson,5,2,4,6,,0,
ssl,sweden,2023/2024,Linköping IBK,Emil Lögdberg,16,2,4,6,,0,
ssl,sweden,2023/2024,Hagunda IF,Hannes Kjellberg,6,1,5,6,,0,
ssl,sweden,2023/2024,Nykvarns IBF,Daniel Johansson,26,1,5,6,,2,
ssl,sweden,2023/2024,FC Helsingborg,Jens Rasmusson,21,1,5,6,,6,
ssl,sweden,2023/2024,Hagunda IF,Markus Åkerfeldt,16,0,6,6,,4,
ssl,sweden,2023/2024,Karlstad IBF,Daniel Svensson,9,5,0,5,,0,
ssl,sweden,2023/2024,Storvreta IBK,Rasmus Sundstedt,26,4,1,5,,0,
ssl,sweden,2023/2024,Storvreta IBK,Fredrik Lindholm,26,4,1,5,,2,
ssl,sweden,2023/2024,Storvreta IBK,Oscar Magnusson,26,3,2,5,,0,
ssl,sweden,2023/2024,Jönköpings IK,Emrick Wiggur,25,3,2,5,,2,
ssl,sweden,2023/2024,IBF Falun,August Bergkvist,25,3,2,5,,4,
ssl,sweden,2023/2024,Nykvarns IBF,Oscar Fondelius,25,2,3,5,,2,
ssl,sweden,2023/2024,Pixbo IBK,Benjamin Schill,21,2,3,5,,2,
ssl,sweden,2023/2024,FC Helsingborg,Simon Nilsson,26,2,3,5,,4,
ssl,sweden,2023/2024,Hagunda IF,Noah Tornberg,21,1,4,5,,2,
ssl,sweden,2023/2024,AIK IBF,Rasmus Bolander,25,1,4,5,,2,
ssl,sweden,2023/2024,Pixbo IBK,Filip Kalentun,22,1,4,5,,8,
ssl,sweden,2023/2024,Nykvarns IBF,Gustav Lindström,18,0,5,5,,2,
ssl,sweden,2023/2024,FC Helsingborg,Ebbe Nordbäck,23,4,0,4,,0,
ssl,sweden,2023/2024,Pixbo IBK,Jakob Heins,11,4,0,4,,0,
ssl,sweden,2023/2024,AIK IBF,Jonas Rosén,21,4,0,4,,2,
ssl,sweden,2023/2024,Team Thorengruppen SK,Elias Niclasson,23,3,1,4,,0,
ssl,sweden,2023/2024,AIK IBF,Axel Larson,23,2,2,4,,0,
ssl,sweden,2023/2024,FC Helsingborg,Axel Rasmusson,26,2,2,4,,4,
ssl,sweden,2023/2024,FC Helsingborg,Felix Uusitalo,25,2,2,4,,4,
ssl,sweden,2023/2024,Nykvarns IBF,Dennis Andersson,18,1,3,4,,0,
ssl,sweden,2023/2024,Nykvarns IBF,Kevin Mattsson,21,1,3,4,,0,
ssl,sweden,2023/2024,Växjö Vipers,Linus Pettersson,24,1,3,4,,2,
ssl,sweden,2023/2024,Storvreta IBK,Niklas Winroth Nelin,15,1,3,4,,2,
ssl,sweden,2023/2024,Nykvarns IBF,Gustaf Sandberg,18,1,3,4,,4,
ssl,sweden,2023/2024,Växjö Vipers,Emil Thorwid,25,0,4,4,,0,
ssl,sweden,2023/2024,Mullsjö AIS,Martin Bärbäck,22,0,4,4,,4,
ssl,sweden,2023/2024,Linköping IBK,David Carrington,24,2,1,3,,0,
ssl,sweden,2023/2024,FBC Kalmarsund,William Alvarmo,11,2,1,3,,0,
ssl,sweden,2023/2024,Karlstad IBF,Ludvik Hansen,19,2,1,3,,0,
ssl,sweden,2023/2024,Karlstad IBF,Harald Brelin,19,2,1,3,,2,
ssl,sweden,2023/2024,Jönköpings IK,Anton Gröön,26,2,1,3,,4,
ssl,sweden,2023/2024,Hagunda IF,Erik Roos,26,1,2,3,,0,
ssl,sweden,2023/2024,Hagunda IF,Melvin Alm Mendoza,26,1,2,3,,0,
ssl,sweden,2023/2024,FC Helsingborg,Simon Persson,20,1,2,3,,2,
ssl,sweden,2023/2024,Mullsjö AIS,Willy Sedin,11,1,2,3,,4,
ssl,sweden,2023/2024,Linköping IBK,Timmy Lindkvist,26,0,3,3,,0,
ssl,sweden,2023/2024,Pixbo IBK,Jon Hedlund,26,0,3,3,,0,
ssl,sweden,2023/2024,Storvreta IBK,Simon Götz,24,0,3,3,,0,
ssl,sweden,2023/2024,Storvreta IBK,Oskar Enquist,23,0,3,3,,2,
ssl,sweden,2023/2024,Hagunda IF,Hampus Hallén,20,0,3,3,,2,
ssl,sweden,2023/2024,Mullsjö AIS,Josef Sankell,24,0,3,3,,6,
ssl,sweden,2023/2024,Nykvarns IBF,Benjamin Lindskog,14,2,0,2,,0,
ssl,sweden,2023/2024,Team Thorengruppen SK,Herman Karlsson,9,2,0,2,,0,
ssl,sweden,2023/2024,AIK IBF,Daniel Ring,21,1,1,2,,0,
ssl,sweden,2023/2024,FC Helsingborg,Jonathan Skoglösa,25,1,1,2,,0,
ssl,sweden,2023/2024,Pixbo IBK,Wictor Lundstedt,8,1,1,2,,0,
ssl,sweden,2023/2024,Pixbo IBK,Oscar Hammarqvist,20,1,1,2,,4,
ssl,sweden,2023/2024,Karlstad IBF,André Lundgren,25,1,1,2,,4,
ssl,sweden,2023/2024,Karlstad IBF,Gustav Agnemyr,25,1,1,2,,6,
ssl,sweden,2023/2024,Mullsjö AIS,Jonathan Larsson,25,0,2,2,,0,
ssl,sweden,2023/2024,Linköping IBK,Leo Torell Hagström,26,0,2,2,,0,
ssl,sweden,2023/2024,FC Helsingborg,Simon Laraño,25,0,2,2,,0,
ssl,sweden,2023/2024,Mullsjö AIS,Alfred Sandström,12,0,2,2,,0,
ssl,sweden,2023/2024,FBC Kalmarsund,Simon Boklund,13,0,2,2,,0,
ssl,sweden,2023/2024,Storvreta IBK,Måns Parsjö,26,0,2,2,,0,
ssl,sweden,2023/2024,Team Thorengruppen SK,Joonas Kaltiainen,26,0,2,2,,0,
ssl,sweden,2023/2024,AIK IBF,Linus Hellqvist,9,0,2,2,,6,
ssl,sweden,2023/2024,Hagunda IF,Olle Hedfors,15,1,0,1,,0,
ssl,sweden,2023/2024,Jönköpings IK,Eddie Swärdh,22,1,0,1,,0,
ssl,sweden,2023/2024,Jönköpings IK,Linus Hallin,7,1,0,1,,0,
ssl,sweden,2023/2024,Jönköpings IK,Ludvig Dahlin,14,1,0,1,,0,
ssl,sweden,2023/2024,AIK IBF,Alex Andersson,21,1,0,1,,0,
ssl,sweden,2023/2024,Mullsjö AIS,Fabian Sammemyr,11,1,0,1,,2,
ssl,sweden,2023/2024,Team Thorengruppen SK,Jonas Grahn,19,1,0,1,,2,
ssl,sweden,2023/2024,AIK IBF,Carl Andersson,21,1,0,1,,4,
ssl,sweden,2023/2024,Karlstad IBF,Rasmus Ericsson,26,0,1,1,,0,
ssl,sweden,2023/2024,FC Helsingborg,Jonathan Nilsson,26,0,1,1,,0,
ssl,sweden,2023/2024,Jönköpings IK,Oliver Lindén,17,0,1,1,,0,
ssl,sweden,2023/2024,Växjö Vipers,Viktor Kastengren,26,0,1,1,,0,
ssl,sweden,2023/2024,FBC Kalmarsund,Karl Bending,26,0,1,1,,0,
ssl,sweden,2023/2024,Karlstad IBF,Tor Bornedal Samils,8,0,1,1,,0,
ssl,sweden,2023/2024,Karlstad IBF,Pontus Zarins,25,0,1,1,,0,
ssl,sweden,2023/2024,Hagunda IF,Hampus Bodin,25,0,1,1,,0,
ssl,sweden,2023/2024,FC Helsingborg,Sebastian Öijen,24,0,1,1,,0,
ssl,sweden,2023/2024,Linköping IBK,Samuel Dahlberg Demir,25,0,1,1,,0,
ssl,sweden,2023/2024,Nykvarns IBF,William Törngren,19,0,1,1,,0,
ssl,sweden,2023/2024,FBC Kalmarsund,Emil Hellgren,19,0,1,1,,0,
ssl,sweden,2023/2024,FBC Kalmarsund,Gustav Wadell,24,0,1,1,,0,
ssl,sweden,2023/2024,Karlstad IBF,Emil Saverstam,4,0,1,1,,0,
ssl,sweden,2023/2024,IBF Falun,Santtu Strandberg,26,0,1,1,,0,
ssl,sweden,2023/2024,Mullsjö AIS,Pontus Nilsson,7,0,1,1,,2,
ssl,sweden,2023/2024,Pixbo IBK,Gustav Eurén,12,0,1,1,,2,
ssl,sweden,2023/2024,Karlstad IBF,Sebastian Sääker,8,0,1,1,,4,
ssl,sweden,2023/2024,Team Thorengruppen SK,Lucas Arvidsson,5,0,0,0,,0,
ssl,sweden,2023/2024,Karlstad IBF,William Cerwall,21,0,0,0,,0,
ssl,sweden,2023/2024,Växjö Vipers,Hannes Christiansen,19,0,0,0,,0,
ssl,sweden,2023/2024,Pixbo IBK,Gustav Ringhagen,24,0,0,0,,0,
ssl,sweden,2023/2024,Team Thorengruppen SK,Viktor Hammarstedt,2,0,0,0,,0,
ssl,sweden,2023/2024,Storvreta IBK,Emil Furubrand,2,0,0,0,,0,
ssl,sweden,2023/2024,Team Thorengruppen SK,Hugo Edström,7,0,0,0,,0,
ssl,sweden,2023/2024,Storvreta IBK,Emil Lindblom,4,0,0,0,,0,
ssl,sweden,2023/2024,IBF Falun,Dennis Widarsson,3,0,0,0,,0,
ssl,sweden,2023/2024,Hagunda IF,Albin Svedberg,2,0,0,0,,0,
ssl,sweden,2023/2024,FBC Kalmarsund,Andreas Lennartsson,1,0,0,0,,0,
ssl,sweden,2023/2024,Linköping IBK,Anton Lundquist,16,0,0,0,,0,
ssl,sweden,2023/2024,AIK IBF,Emil Mattsson,5,0,0,0,,0,
ssl,sweden,2023/2024,Nykvarns IBF,Oscar Kristensen,2,0,0,0,,0,
ssl,sweden,2023/2024,Nykvarns IBF,Jonas Wiberg,14,0,0,0,,0,
ssl,sweden,2023/2024,FC Helsingborg,Mattias Qvarfordt,26,0,0,0,,0,
ssl,sweden,2023/2024,Team Thorengruppen SK,Thomas Crona,26,0,0,0,,0,
ssl,sweden,2023/2024,Mullsjö AIS,Joel Wadsten,6,0,0,0,,0,
ssl,sweden,2023/2024,AIK IBF,Martin Wallberg,2,0,0,0,,0,
ssl,sweden,2023/2024,AIK IBF,Filip Wiklund,14,0,0,0,,0,
ssl,sweden,2023/2024,FBC Kalmarsund,Hampus Nelson,9,0,0,0,,0,
ssl,sweden,2023/2024,Storvreta IBK,Emil Mattsson,10,0,0,0,,0,
ssl,sweden,2023/2024,Växjö Vipers,Theo Christiansen,14,0,0,0,,0,
ssl,sweden,2023/2024,AIK IBF,Jakob Jonsson,21,0,0,0,,0,
ssl,sweden,2023/2024,Nykvarns IBF,Nicklas Larsson,4,0,0,0,,0,
ssl,sweden,2023/2024,Mullsjö AIS,Ola Hyltén,16,0,0,0,,0,
ssl,sweden,2023/2024,AIK IBF,Christian Eddeborn,24,0,0,0,,0,
ssl,sweden,2023/2024,FBC Kalmarsund,Oskar Andersson,1,0,0,0,,0,
ssl,sweden,2023/2024,Storvreta IBK,Noah Hultman,6,0,0,0,,0,
ssl,sweden,2023/2024,Hagunda IF,Fredrik Hermodsson,26,0,0,0,,0,
ssl,sweden,2023/2024,Mullsjö AIS,Erik Christoffersson,1,0,0,0,,0,
ssl,sweden,2023/2024,Jönköpings IK,Alexander Gustafsson,25,0,0,0,,0,
ssl,sweden,2023/2024,IBF Falun,Emil Hedström,1,0,0,0,,0,
ssl,sweden,2023/2024,Växjö Vipers,Noel Johansson,2,0,0,0,,0,
ssl,sweden,2023/2024,FC Helsingborg,Albin Nilsson,3,0,0,0,,0,
ssl,sweden,2023/2024,Jönköpings IK,Måns Andersson,13,0,0,0,,0,
ssl,sweden,2023/2024,Karlstad IBF,Sebastian Sääker,19,0,0,0,,0,
ssl,sweden,2023/2024,IBF Falun,Johan Rehn,23,0,0,0,,0,
ssl,sweden,2023/2024,Jönköpings IK,Pontus Bäckman,1,0,0,0,,0,
ssl,sweden,2023/2024,Karlstad IBF,Isak Olsson,26,0,0,0,,0,
ssl,sweden,2023/2024,Hagunda IF,Jonathan Spåls,7,0,0,0,,0,
