competition_id,competition_name,season_id,season_name,match_id,start_time,home_team_id,home_team_name,away_team_id,away_team_name,home_score,away_score
sr:competition:829,Extraliga,sr:season:108081,Extraliga 23/24,sr:sport_event:42356565,2023-09-15T17:00:00+00:00,sr:competitor:331853,FBC Ceska Lipa,sr:competitor:44614,Florbal Chodov,7,10
sr:competition:255,Svenska Superligan,sr:season:108389,Svenska Superligan 23/24,sr:sport_event:42451629,2023-09-15T17:00:00+00:00,sr:competitor:4143,Jonkopings IK,sr:competitor:4138,Pixbo Wallenstam,5,8
sr:competition:255,Svenska Superligan,sr:season:108389,Svenska Superligan 23/24,sr:sport_event:42451631,2023-09-15T17:00:00+00:00,sr:competitor:4142,AIK Innebandy,sr:competitor:41254,Linkoping IBK,2,6
sr:competition:829,Extraliga,sr:season:108081,Extraliga 23/24,sr:sport_event:42356567,2023-09-16T11:00:00+00:00,sr:competitor:44611,Sokoli Pardubice,sr:competitor:44604,Sparta Prague,4,11
sr:competition:318,Eliteserien,sr:season:108067,Eliteserien 23/24,sr:sport_event:42341703,2023-09-16T12:00:00+00:00,sr:competitor:7995,Gjellerasen Fighters,sr:competitor:4174,IBK Slevik,5,10
sr:competition:318,Eliteserien,sr:season:108067,Eliteserien 23/24,sr:sport_event:42341701,2023-09-16T12:00:00+00:00,sr:competitor:4176,Greaker IBK,sr:competitor:4170,Sveiva IBK,5,3
sr:competition:313,Unihockey Prime League,sr:season:109891,Unihockey Prime League 23/24,sr:sport_event:43550627,2023-09-16T13:00:00+00:00,sr:competitor:146822,Floorball Thurgau,sr:competitor:7994,UHC Uster,4,3
sr:competition:318,Eliteserien,sr:season:108067,Eliteserien 23/24,sr:sport_event:42341705,2023-09-16T13:00:00+00:00,sr:competitor:117616,IK Akerselva,sr:competitor:225494,Sandnes IBK,6,7
sr:competition:306,F-Liiga,sr:season:108077,F-Liiga 23/24,sr:sport_event:42343753,2023-09-16T14:00:00+00:00,sr:competitor:4161,SC Classic Tampere,sr:competitor:65930,Westend Indians,2,9
sr:competition:306,F-Liiga,sr:season:108077,F-Liiga 23/24,sr:sport_event:42343755,2023-09-16T14:00:00+00:00,sr:competitor:6584,SPV,sr:competitor:7984,TPS Turku,8,5
sr:competition:829,Extraliga,sr:season:108081,Extraliga 23/24,sr:sport_event:42356569,2023-09-16T14:00:00+00:00,sr:competitor:37852,1. SC Vitkovice Ostrava,sr:competitor:630970,Black Angels Prague,6,1
sr:competition:255,Svenska Superligan,sr:season:108389,Svenska Superligan 23/24,sr:sport_event:42451635,2023-09-16T14:00:00+00:00,sr:competitor:5745,IBF Falun,sr:competitor:610450,Nykvarns IBF Ungdom,7,5
sr:competition:255,Svenska Superligan,sr:season:108389,Svenska Superligan 23/24,sr:sport_event:42451633,2023-09-16T14:00:00+00:00,sr:competitor:118114,FBC Kalmarsund,sr:competitor:375152,Hagunda IF,12,5
sr:competition:306,F-Liiga,sr:season:108077,F-Liiga 23/24,sr:sport_event:42343757,2023-09-16T15:00:00+00:00,sr:competitor:4165,OLS Oulu,sr:competitor:25241,Nokian KRP,5,11
sr:competition:313,Unihockey Prime League,sr:season:109891,Unihockey Prime League 23/24,sr:sport_event:43550629,2023-09-16T15:00:00+00:00,sr:competitor:7991,Unihockey Tigers Langnau,sr:competitor:7986,Chur Unihockey,3,2
sr:competition:313,Unihockey Prime League,sr:season:109891,Unihockey Prime League 23/24,sr:sport_event:43550633,2023-09-16T16:00:00+00:00,sr:competitor:7989,HC Rychenberg Winterthur,sr:competitor:557142,Unihockey Basel Regio,3,2
sr:competition:255,Svenska Superligan,sr:season:108389,Svenska Superligan 23/24,sr:sport_event:42451637,2023-09-16T16:00:00+00:00,sr:competitor:34558,Vaxjo IBK,sr:competitor:24122,Mullsjo AIS,6,5
sr:competition:313,Unihockey Prime League,sr:season:109891,Unihockey Prime League 23/24,sr:sport_event:43550631,2023-09-16T16:00:00+00:00,sr:competitor:22049,UHC Waldkirch-St. Gallen,sr:competitor:40235,Zug United,2,7
sr:competition:829,Extraliga,sr:season:108081,Extraliga 23/24,sr:sport_event:42356577,2023-09-16T17:00:00+00:00,sr:competitor:44609,Florbal Mlada Boleslav,sr:competitor:44607,FBC Liberec,15,3
sr:competition:318,Eliteserien,sr:season:108067,Eliteserien 23/24,sr:sport_event:42341707,2023-09-17T12:00:00+00:00,sr:competitor:4176,Greaker IBK,sr:competitor:225494,Sandnes IBK,6,3
sr:competition:255,Svenska Superligan,sr:season:108389,Svenska Superligan 23/24,sr:sport_event:42451639,2023-09-17T14:00:00+00:00,sr:competitor:4150,Karlstad IBF,sr:competitor:5744,FC Helsingborg,8,3
sr:competition:306,F-Liiga,sr:season:108077,F-Liiga 23/24,sr:sport_event:42343759,2023-09-17T14:00:00+00:00,sr:competitor:322573,Nurmon Jymy,sr:competitor:940309,FBC Turku,5,3
sr:competition:306,F-Liiga,sr:season:108077,F-Liiga 23/24,sr:sport_event:42343761,2023-09-17T14:00:00+00:00,sr:competitor:4159,Oilers Espoo,sr:competitor:224502,EraViikingit,7,6
sr:competition:318,Eliteserien,sr:season:108067,Eliteserien 23/24,sr:sport_event:42341709,2023-09-17T14:30:00+00:00,sr:competitor:610438,Vaalerenga IF,sr:competitor:4172,Sarpsborg SK,5,6
sr:competition:313,Unihockey Prime League,sr:season:109891,Unihockey Prime League 23/24,sr:sport_event:43550635,2023-09-17T15:00:00+00:00,sr:competitor:7992,UHC Alligator Malans,sr:competitor:7987,Floorball Koniz,5,4
sr:competition:829,Extraliga,sr:season:108081,Extraliga 23/24,sr:sport_event:42356571,2023-09-17T15:30:00+00:00,sr:competitor:44608,FBC Ostrava,sr:competitor:1033945,Buchis,6,4
sr:competition:255,Svenska Superligan,sr:season:108389,Svenska Superligan 23/24,sr:sport_event:42451641,2023-09-17T16:30:00+00:00,sr:competitor:4144,Storvreta IBK,sr:competitor:118116,Thorengruppen SK,6,5
sr:competition:306,F-Liiga,sr:season:108077,F-Liiga 23/24,sr:sport_event:42343763,2023-09-18T15:30:00+00:00,sr:competitor:25241,Nokian KRP,sr:competitor:4159,Oilers Espoo,8,11
sr:competition:318,Eliteserien,sr:season:108067,Eliteserien 23/24,sr:sport_event:42341711,2023-09-18T17:00:00+00:00,sr:competitor:4169,Nor 92 IBK,sr:competitor:4168,Tunet IBK,2,8
sr:competition:306,F-Liiga,sr:season:108077,F-Liiga 23/24,sr:sport_event:42343767,2023-09-20T15:30:00+00:00,sr:competitor:7984,TPS Turku,sr:competitor:4161,SC Classic Tampere,3,5
sr:competition:306,F-Liiga,sr:season:108077,F-Liiga 23/24,sr:sport_event:42343765,2023-09-20T15:30:00+00:00,sr:competitor:322573,Nurmon Jymy,sr:competitor:4158,Happee Jyvaskyla,9,4
sr:competition:255,Svenska Superligan,sr:season:108389,Svenska Superligan 23/24,sr:sport_event:42451643,2023-09-20T17:00:00+00:00,sr:competitor:610450,Nykvarns IBF Ungdom,sr:competitor:4144,Storvreta IBK,1,6
sr:competition:829,Extraliga,sr:season:108081,Extraliga 23/24,sr:sport_event:42356573,2023-09-20T18:00:00+00:00,sr:competitor:44610,FbS Bohemians Prague,sr:competitor:940129,FB Hurrican Karlovy Vary,14,9
sr:competition:829,Extraliga,sr:season:108081,Extraliga 23/24,sr:sport_event:42356579,2023-09-22T07:00:00+00:00,sr:competitor:44607,FBC Liberec,sr:competitor:331853,FBC Ceska Lipa,8,5
sr:competition:306,F-Liiga,sr:season:108077,F-Liiga 23/24,sr:sport_event:42343769,2023-09-22T15:30:00+00:00,sr:competitor:65930,Westend Indians,sr:competitor:6584,SPV,6,5
