competition_id,competition_name,season_id,season_name,match_id,start_time,home_team_id,home_team_name,away_team_id,away_team_name,home_score,away_score
sr:competition:313,Unihockey Prime League,sr:season:109891,Unihockey Prime League 23/24,sr:sport_event:47918347,2024-03-02T16:00:00+00:00,sr:competitor:40235,Zug United,sr:competitor:7992,UHC Alligator Malans,4,3
sr:competition:829,Extraliga,sr:season:108081,Extraliga 23/24,sr:sport_event:42357329,2024-03-02T16:00:00+00:00,sr:competitor:44614,Florbal Chodov,sr:competitor:44604,Sparta Prague,7,6
sr:competition:255,Svenska Superligan,sr:season:108389,Svenska Superligan 23/24,sr:sport_event:47623585,2024-03-02T16:00:00+00:00,sr:competitor:4143,Jonkopings IK,sr:competitor:4150,Karlstad IBF,4,5
sr:competition:313,Unihockey Prime League,sr:season:109891,Unihockey Prime League 23/24,sr:sport_event:47918487,2024-03-02T16:00:00+00:00,sr:competitor:7988,Grasshopper Club Zurich,sr:competitor:7987,Floorball Koniz,4,3
sr:competition:313,Unihockey Prime League,sr:season:109891,Unihockey Prime League 23/24,sr:sport_event:47918339,2024-03-02T16:00:00+00:00,sr:competitor:7990,SV Wiler-Ersigen,sr:competitor:7991,Unihockey Tigers Langnau,8,5
sr:competition:306,F-Liiga,sr:season:108077,F-Liiga 23/24,sr:sport_event:42344121,2024-03-02T16:30:00+00:00,sr:competitor:224502,EraViikingit,sr:competitor:282983,LASB Lahti,1,4
sr:competition:313,Unihockey Prime League,sr:season:109891,Unihockey Prime League 23/24,sr:sport_event:47918983,2024-03-02T16:30:00+00:00,sr:competitor:7994,UHC Uster,sr:competitor:557142,Unihockey Basel Regio,2,3
sr:competition:313,Unihockey Prime League,sr:season:109891,Unihockey Prime League 23/24,sr:sport_event:47918825,2024-03-02T18:00:00+00:00,sr:competitor:7986,Chur Unihockey,sr:competitor:22049,UHC Waldkirch-St. Gallen,4,6
sr:competition:306,F-Liiga,sr:season:108077,F-Liiga 23/24,sr:sport_event:42344123,2024-03-03T13:00:00+00:00,sr:competitor:7984,TPS Turku,sr:competitor:4158,Happee Jyvaskyla,5,3
sr:competition:306,F-Liiga,sr:season:108077,F-Liiga 23/24,sr:sport_event:42344127,2024-03-03T15:00:00+00:00,sr:competitor:6584,SPV,sr:competitor:65930,Westend Indians,6,5
sr:competition:306,F-Liiga,sr:season:108077,F-Liiga 23/24,sr:sport_event:42344125,2024-03-03T15:00:00+00:00,sr:competitor:322573,Nurmon Jymy,sr:competitor:224502,EraViikingit,9,6
sr:competition:255,Svenska Superligan,sr:season:108389,Svenska Superligan 23/24,sr:sport_event:47623587,2024-03-03T15:00:00+00:00,sr:competitor:4144,Storvreta IBK,sr:competitor:118114,FBC Kalmarsund,5,3
sr:competition:313,Unihockey Prime League,sr:season:109891,Unihockey Prime League 23/24,sr:sport_event:47918987,2024-03-03T16:00:00+00:00,sr:competitor:557142,Unihockey Basel Regio,sr:competitor:7994,UHC Uster,3,4
sr:competition:313,Unihockey Prime League,sr:season:109891,Unihockey Prime League 23/24,sr:sport_event:47918829,2024-03-03T16:00:00+00:00,sr:competitor:22049,UHC Waldkirch-St. Gallen,sr:competitor:7986,Chur Unihockey,3,2
sr:competition:306,F-Liiga,sr:season:108077,F-Liiga 23/24,sr:sport_event:42344129,2024-03-03T16:00:00+00:00,sr:competitor:4165,OLS Oulu,sr:competitor:4161,SC Classic Tampere,4,7
sr:competition:255,Svenska Superligan,sr:season:108389,Svenska Superligan 23/24,sr:sport_event:47623589,2024-03-03T16:00:00+00:00,sr:competitor:610450,Nykvarns IBF Ungdom,sr:competitor:41254,Linkoping IBK,6,7
sr:competition:306,F-Liiga,sr:season:108077,F-Liiga 23/24,sr:sport_event:42344131,2024-03-04T16:30:00+00:00,sr:competitor:25241,Nokian KRP,sr:competitor:4159,Oilers Espoo,5,7
sr:competition:306,F-Liiga,sr:season:108077,F-Liiga 23/24,sr:sport_event:42344135,2024-03-04T16:30:00+00:00,sr:competitor:4165,OLS Oulu,sr:competitor:6584,SPV,3,4
sr:competition:829,Extraliga,sr:season:108081,Extraliga 23/24,sr:sport_event:48285935,2024-03-05T17:00:00+00:00,sr:competitor:44607,FBC Liberec,sr:competitor:173258,Sokol Kral Vinohrady,5,2
sr:competition:829,Extraliga,sr:season:108081,Extraliga 23/24,sr:sport_event:48285933,2024-03-05T18:30:00+00:00,sr:competitor:44608,FBC Ostrava,sr:competitor:331853,FBC Ceska Lipa,3,2
sr:competition:255,Svenska Superligan,sr:season:108389,Svenska Superligan 23/24,sr:sport_event:47623649,2024-03-06T17:30:00+00:00,sr:competitor:41254,Linkoping IBK,sr:competitor:5744,FC Helsingborg,4,5
sr:competition:255,Svenska Superligan,sr:season:108389,Svenska Superligan 23/24,sr:sport_event:47623647,2024-03-06T17:30:00+00:00,sr:competitor:4150,Karlstad IBF,sr:competitor:610450,Nykvarns IBF Ungdom,6,2
sr:competition:255,Svenska Superligan,sr:season:108389,Svenska Superligan 23/24,sr:sport_event:47623643,2024-03-06T17:30:00+00:00,sr:competitor:4138,Pixbo Wallenstam,sr:competitor:24122,Mullsjo AIS,10,4
sr:competition:255,Svenska Superligan,sr:season:108389,Svenska Superligan 23/24,sr:sport_event:47623645,2024-03-06T17:30:00+00:00,sr:competitor:118114,FBC Kalmarsund,sr:competitor:4143,Jonkopings IK,5,4
sr:competition:318,Eliteserien,sr:season:108067,Eliteserien 23/24,sr:sport_event:48350499,2024-03-06T18:00:00+00:00,sr:competitor:4169,Nor 92 IBK,sr:competitor:4170,Sveiva IBK,6,3
sr:competition:255,Svenska Superligan,sr:season:108389,Svenska Superligan 23/24,sr:sport_event:47623653,2024-03-06T18:00:00+00:00,sr:competitor:4142,AIK Innebandy,sr:competitor:5745,IBF Falun,6,8
sr:competition:255,Svenska Superligan,sr:season:108389,Svenska Superligan 23/24,sr:sport_event:47623651,2024-03-06T18:00:00+00:00,sr:competitor:375152,Hagunda IF,sr:competitor:4144,Storvreta IBK,5,11
sr:competition:318,Eliteserien,sr:season:108067,Eliteserien 23/24,sr:sport_event:48350489,2024-03-06T18:00:00+00:00,sr:competitor:4168,Tunet IBK,sr:competitor:610438,Vaalerenga IF,10,4
sr:competition:313,Unihockey Prime League,sr:season:109891,Unihockey Prime League 23/24,sr:sport_event:47918335,2024-03-06T18:30:00+00:00,sr:competitor:7989,HC Rychenberg Winterthur,sr:competitor:146822,Floorball Thurgau,6,4
sr:competition:313,Unihockey Prime League,sr:season:109891,Unihockey Prime League 23/24,sr:sport_event:47918579,2024-03-06T18:30:00+00:00,sr:competitor:7988,Grasshopper Club Zurich,sr:competitor:7987,Floorball Koniz,2,5
